Status,Lift Name,Type,Capacity,Vertical Rise,Length,Line Speed,Drive,Ride Time,Resort,State,Ikon,Epic,Price
Operating,Jerome Hill Express,High Speed Quad,2400,685,3070,1000,Bottom,3.1,sugar bowl,ca,0,0,98
Operating,White Pine,Quad,2400,242,1260,500,Top,2.5,sugar bowl,ca,0,0,98
Operating,Nob Hill,Quad,2000,83,673,400,Top,1.7,sugar bowl,ca,0,0,98
Operating,Crow's Peak,Triple,1800,906,2911,500,Bottom,5.8,sugar bowl,ca,0,0,98
Operating,Summit,Quad,1200,382,925,500,Bottom,2.1,sugar bowl,ca,0,0,98
Operating,Village Gondola,Gondola 4,1000,87,3205,787,Highway,4.3,sugar bowl,ca,0,0,98
Operating,Gatehouse Express,High Speed Quad,3000,831,3868,1000,Bottom,3.9,sugarbush,vt,1,0,83
Operating,Super Bravo Express,High Speed Quad,2800,1529,5689,1000,Bottom,5.7,sugarbush,vt,1,0,83
Operating,Green Mountain Express,High Speed Quad,2600,1495,6243,1100,Top,5.7,sugarbush,vt,1,0,83
Operating,North Ridge Express,High Speed Quad,2000,1690,5647,1100,Top,5.1,sugarbush,vt,1,0,83
Operating,Inverness,Quad,1900,1098,4411,550,Bottom,8,sugarbush,vt,1,0,83
Operating,Valley House,Quad,1852,1242,3759,485,Bottom,7.8,sugarbush,vt,1,0,83
Operating,Slide Brook Express,High Speed Quad,1800,1557,11012,1100,Bottom,10,sugarbush,vt,1,0,83
Operating,Heaven's Gate,Triple,1600,1444,3924,500,Bottom,7.8,sugarbush,vt,1,0,83
Operating,Summit,Quad,1500,1041,3510,550,Bottom,6.4,sugarbush,vt,1,0,83
Operating,Village,Quad,1500,260,1695,400,Top,4.2,sugarbush,vt,1,0,83
Operating,North Lynx,Triple,1500,,,,Bottom,,sugarbush,vt,1,0,83
Operating,Sunshine,Quad,1103,477,2171,450,Bottom,4.8,sugarbush,vt,1,0,83
Operating,Castlerock,Double,1046,1670,4707,300,Bottom,15.7,sugarbush,vt,1,0,83
Operating,SuperQuad,High Speed Quad,3000,1783,6655,1070,Bottom,6.2,sugarloaf,me,1,0,81
Operating,Whiffletree,High Speed Quad,2800,1047,4750,1070,Bottom,4.4,sugarloaf,me,1,0,81
Operating,King Pine,Quad,2400,1074,3174,450,Bottom,7.1,sugarloaf,me,1,0,81
Operating,Timberline,Quad,2400,980,3900,,Bottom,9.1,sugarloaf,me,1,0,81
Operating,Skyline,Quad,1815,1457,3746,485,Bottom,7.7,sugarloaf,me,1,0,81
Operating,Snubber,Triple,1800,428,5460,500,Bottom,10.9,sugarloaf,me,1,0,81
Operating,Double Runner East,Double,1200,617,3080,450,Bottom,6.8,sugarloaf,me,1,0,81
Operating,Double Runner West,Double,1200,1014,4403,450,Bottom,9.8,sugarloaf,me,1,0,81
Operating,West Mountain,Double,1200,1275,6968,500,Bottom,13.9,sugarloaf,me,1,0,81
Operating,Skidway,Double,1000,149,1000,,Top,,sugarloaf,me,1,0,81
Operating,Sawduster,Double,500,94,1125,350,Bottom,3.2,sugarloaf,me,1,0,81
Operating,Quad,Quad,2000,610,1946,450,Bottom,4.3,suicide six,vt,0,0,
Operating,Double,Double,1000,302,1600,492,Bottom,3.3,suicide six,vt,0,0,
Operating,3 Christmas,High Speed Quad,3000,1353,4170,1000,Top,4.2,sun valley,id,1,0,107
Operating,1 River Run,High Speed Quad,2400,619,2976,900,Top,3.3,sun valley,id,1,0,107
Operating,4 Broadway,High Speed Quad,2400,1585,5223,1000,Top,5.2,sun valley,id,1,0,107
Operating,7 Greyhawk,High Speed Quad,2400,1488,4150,1000,Top,4.2,sun valley,id,1,0,107
Operating,12 Seattle Ridge,High Speed Quad,2400,1309,4071,900,Top,4.5,sun valley,id,1,0,107
Operating,Dollar Express,High Speed Quad,2400,634,2572,1000,Top,2.6,sun valley,id,1,0,107
Operating,Quarter Dollar Express,High Speed Quad,2400,181,2317,800,Top,2.9,sun valley,id,1,0,107
Operating,8 Frenchman's,High Speed Quad,2000,1502,4070,900,Top,4.5,sun valley,id,1,0,107
Operating,11 Lookout,Triple,2000,170,2050,450,Bottom,4.6,sun valley,id,1,0,107
Operating,2 Roundhouse Gondola,Gondola 8,1800,2160,7935,1000,Top,7.9,sun valley,id,1,0,107
Operating,5 Lookout Express,High Speed Quad,1800,2673,7640,1000,Top,7.6,sun valley,id,1,0,107
Operating,14 Mayday,Triple,1800,1739,4290,550,Top,7.8,sun valley,id,1,0,107
Operating,10 Challenger,High Speed Quad,1500,3142,9020,1000,Top,9,sun valley,id,1,0,107
Operating,Elkhorn,Triple,1400,563,2400,450,Bottom,5.3,sun valley,id,1,0,107
Operating,Half Dollar,Double,1200,186,1170,475,Top,2.5,sun valley,id,1,0,107
Operating,Sunapee Express,High Speed Quad,2650,1405,6057,1100,Bottom,5.5,sunapee,nh,0,1,
Operating,Sunbowl Express,High Speed Quad,2400,1058,4292,1000,,4.3,sunapee,nh,0,1,
Operating,Clipper Ship,Quad,2200,374,1814,425,Bottom,4.3,sunapee,nh,0,1,
Operating,North Peak,Triple,1800,965,3254,450,Bottom,7.2,sunapee,nh,0,1,
Operating,Spruce,Triple,1800,417,1940,400,Bottom,4.9,sunapee,nh,0,1,
Operating,Outlaw Express,High Speed Quad,2400,1288,5005,1000,Top,5,sundance,ut,0,0,
Operating,Jake's,Quad,1800,647,2702,450,Top,6,sundance,ut,0,0,
Operating,Wildwood,Quad,1800,575,2315,450,Top,5.1,sundance,ut,0,0,
Operating,Red's,Quad,1400,1282,4084,450,Bottom,9.1,sundance,ut,0,0,
Operating,Flathead,Triple,1400,1115,2648,500,Bottom,5.3,sundance,ut,0,0,
Operating,Stairway,Quad,1200,435,996,450,Top,2.2,sundance,ut,0,0,
Operating,14 Jordan 8,High Speed Eight,3200,1325,4760,1200,Bottom,4,sunday river,me,1,0,85
Operating,1 Barker Mountain Express,High Speed Quad,3000,1396,4902,1000,Bottom,4.9,sunday river,me,1,0,85
Operating,6 North Peak Express,High Speed Quad,2800,980,4153,1000,Top,4.2,sunday river,me,1,0,85
Operating,2 South Ridge Express,High Speed Quad,2750,505,3074,800,Bottom,3.8,sunday river,me,1,0,85
Operating,10 White Heat,Quad,2400,1294,3665,480,Bottom,7.6,sunday river,me,1,0,85
Operating,12 Aurora Peak,Quad,2400,1095,3483,480,Bottom,7.3,sunday river,me,1,0,85
Operating,15 Oz,Quad,2400,1051,2954,475,Bottom,6.2,sunday river,me,1,0,85
Operating,7 Chondola,Chondola 6/8,2330,1138,6427,1000,Top,6.4,sunday river,me,1,0,85
Operating,9 White Cap,Quad,2000,898,3725,500,Bottom,7.5,sunday river,me,1,0,85
Operating,11 Little White Cap,Quad,1800,602,3135,460,Bottom,7,sunday river,me,1,0,85
Operating,19 Merrill Hill,Triple,1800,494,2037,500,Bottom,4.1,sunday river,me,1,0,85
Operating,13 Jordan Mountain,Double,1600,342,1735,450,Top,3.9,sunday river,me,1,0,85
Operating,3 Quantum Leap,Triple,1500,,,,Bottom,,sunday river,me,1,0,85
Operating,4 Locke Mountain,Triple,1500,1394,4768,500,Bottom,9.5,sunday river,me,1,0,85
Operating,8 Spruce Peak,Triple,1480,1207,4366,500,Bottom,8.7,sunday river,me,1,0,85
Operating,Segundo,Double,970,1160,4556,500,Top,9.1,sunlight,co,0,0,
Operating,Primo,Double,730,1760,7260,500,Top,14.5,sunlight,co,0,0,
Operating,Tercero,Triple,1618,500,,,Bottom,10,sunlight,co,0,0,
Operating,Quad 1,Quad,2400,,,400,Bottom,2.6,swain,ny,0,0,
Operating,Quad 2,Quad,2400,189,1037,400,Bottom,,swain,ny,0,0,
Operating,Quad 3,Quad,2100,505,2245,400,Bottom,5.6,swain,ny,0,0,
Operating,Double,Double,1200,530,2500,465,Bottom,5.4,swain,ny,0,0,
Operating,Quad 80,Quad,2400,173,858,362,Bottom,2.4,swiss valley,mi,0,0,
Operating,Quad 83,Quad,2400,99,666,305,Bottom,2.2,swiss valley,mi,0,0,
Operating,Triple,Triple,1800,180,1157,400,Bottom,2.9,swiss valley,mi,0,0,
Operating,Easy Rider Express,High Speed Quad,2400,160,1165,900,Top,1.3,tahoe,ca,1,0,102
Operating,Grandview Express,High Speed Quad,2400,1588,5172,1000,Top,5.1,tahoe,ca,1,0,102
Operating,West Bowl Express,High Speed Quad,2400,1417,5022,1000,Top,5,tahoe,ca,1,0,102
Operating,Eagle Rock,Quad,2400,510,1975,400,Bottom,4.9,tahoe,ca,1,0,102
Operating,Puma,Triple,1800,1430,5288,475,Top,11.1,tahoe,ca,1,0,102
Operating,El Dorado,Double,1200,728,3490,475,Top,7.3,tahoe,ca,1,0,102
Operating,Nob Hill,Double,1200,852,3455,475,Bottom,7.3,tahoe,ca,1,0,102
Operating,Short Stuff,Double,1200,222,1520,475,Top,3.2,tahoe,ca,1,0,102
Operating,Tahoe King,Double,1200,1596,5240,500,Top,10.5,tahoe,ca,1,0,102
Operating,Snowbird,Triple,1200,234,1517,400,Bottom,3.8,tahoe,ca,1,0,102
Operating,Rock Garden,Double,1000,322,1500,517,Bottom,2.9,tahoe,ca,1,0,102
Operating,Buttercup,Quad,2400,331,2405,500,Top,4.8,tamarack resort,id,0,0,59
Operating,Wildwood Express,High Speed Quad,1800,1645,5316,1000,Top,5.3,tamarack resort,id,0,0,59
Operating,Summit Express,High Speed Quad,1200,996,3694,1000,Top,3.7,tamarack resort,id,0,0,59
Operating,Tamarack Express,High Speed Quad,1200,1839,8061,1000,Top,8.1,tamarack resort,id,0,0,59
Operating,Discovery,Quad,1200,105,1009,275,Bottom,3.7,tamarack resort,id,0,0,59
Operating,1,High Speed Quad,2400,1633,3770,1000,Top,3.8,taos,nm,1,0,84
Operating,4,Quad,2400,1230,4436,500,Bottom,8.9,taos,nm,1,0,84
Operating,8,Quad,2400,1216,4533,500,Bottom,9.1,taos,nm,1,0,84
Operating,2,Quad,1800,1066,3205,500,Bottom,6.4,taos,nm,1,0,84
Operating,7,Triple,1800,920,3100,470,Top,6.6,taos,nm,1,0,84
Operating,Kachina Peak,Triple,1500,1095,2330,500,Bottom,4.7,taos,nm,1,0,84
Operating,Rueggli,Triple,1500,130,971,400,Top,2.4,taos,nm,1,0,84
Operating,Gondolita,Pulse Gondola 6,400,61,768,1000,Bottom,0.8,taos,nm,1,0,84
Operating,7A,Double,1096,,,,Bottom,,taos,nm,1,0,84
Operating,Pioneer,Triple,1618,,,,Top,,taos,nm,1,0,84
Operating,4 Village Express,High Speed Quad,2800,1244,6254,1000,Top,6.3,telluride,co,0,1,110
Operating,5 Polar Queen Express,High Speed Quad,2400,936,4912,1000,Top,4.9,telluride,co,0,1,110
Operating,9 Plunge Express,High Speed Quad,2400,2119,6176,1000,,6.2,telluride,co,0,1,110
Operating,12 Prospect Express,High Speed Quad,2400,1048,5077,1000,Top,5.1,telluride,co,0,1,110
Operating,11 Ute Park Express,High Speed Quad,2200,274,3677,1000,,3.7,telluride,co,0,1,110
Operating,14 Gold Hill Express,High Speed Quad,2200,1475,3677,1000,Bottom,3.7,telluride,co,0,1,110
Operating,1 Chondola,Chondola 4/4,2000,385,2910,800,Bottom,3.6,telluride,co,0,1,110
Operating,6 Apex,Triple,1500,1144,2957,500,Top,6,telluride,co,0,1,110
Operating,Gondola Village Parking,Gondola 8,1200,62,2782,1000,Top,2.8,telluride,co,0,1,110
Operating,Mountain Village Gondola Stage I,Gondola 8,1200,1786,6030,1000,Top,6,telluride,co,0,1,110
Operating,Mountain Village Gondola Stage II,Gondola 8,1200,1010,4115,1000,Top,4.1,telluride,co,0,1,110
Operating,10 Sunshine Express,High Speed Quad,1200,1750,10732,984,Bottom,10.9,telluride,co,0,1,110
Operating,15 Revelation,Quad,1200,799,1841,450,Top,4.1,telluride,co,0,1,110
Operating,7 Lift 7,Double,1040,1838,4796,500,Top,9.6,telluride,co,0,1,110
Operating,8 Oak Street,Double,900,1055,2686,450,Bottom,5.5,telluride,co,0,1,110
Operating,Eclipse,Triple,1530,622,3125,450,Bottom,6.9,tenney mountain,nh,0,0,
Operating,Hornet,Double,800,1285,5985,,Bottom,,tenney mountain,nh,0,0,
Operating,Sunnyside,Triple,1530,129,840,325,Top,2.6,the homestead,mi,0,0,
Operating,North Face,Triple,1500,143,632,375,Top,1.7,the homestead,mi,0,0,
Operating,Whatta View,Double,1015,201,841,425,Top,2,the homestead,mi,0,0,
Operating,Triple,Triple,1800,297,1192,450,Bottom,2.6,thunder ridge,ny,0,0,
Operating,Double,Double,900,400,2500,350,Bottom,7.1,thunder ridge,ny,0,0,
Operating,Little Thunder,Double,800,130,800,,Bottom,,thunder ridge,ny,0,0,
Operating,Chair 4,Quad,2100,165,1079,365,Bottom,3,timber ridge,mi,0,0,
Operating,Chair 3,Triple,1800,208,1374,400,Bottom,3.4,timber ridge,mi,0,0,
Operating,Chair 1,Double,1000,205,1000,500,Bottom,2,timber ridge,mi,0,0,
Operating,Chair 2,Double,1096,,,,Bottom,,timber ridge,mi,0,0,
Operating,Magic Mile,High Speed Quad,3000,1089,5472,1100,Top,5,timberline lodge,or,0,0,
Operating,Pucci,High Speed Quad,1815,587,3256,1000,Top,3.2,timberline lodge,or,0,0,
Operating,Jeff Flood,High Speed Quad,1800,1215,6784,1000,Top,6.8,timberline lodge,or,0,0,
Operating,Palmer,High Speed Quad,1800,1526,5564,1000,Bottom,5.6,timberline lodge,or,0,0,
Operating,Stormin' Norman,High Speed Quad,1500,784,4325,1000,Top,4.3,timberline lodge,or,0,0,
Operating,Summit,Double,1200,306,2310,400,Bottom,5.8,timberline lodge,or,0,0,
Operating,Molly's,High Speed Quad,1200,828,4962,1000,Top,5,timberline lodge,or,0,0,
Operating,Bruno's,Double,800,46,365,300,Bottom,1.2,timberline lodge,or,0,0,
Operating,4,Triple,1770,466,3055,460,Bottom,6.6,titus mountain,ny,0,0,
Operating,1,Double,1096,,,,Bottom,,titus mountain,ny,0,0,
Operating,3,Double,1096,,,,Bottom,,titus mountain,ny,0,0,
Operating,5,Double,1096,,,,Bottom,,titus mountain,ny,0,0,
Operating,6,Double,1096,,,,Bottom,,titus mountain,ny,0,0,
Operating,7,Double,1096,,,,Bottom,,titus mountain,ny,0,0,
Operating,8,Triple,1618,,,,Bottom,,titus mountain,ny,0,0,
Standing,Triple,Triple,1800,538,1925,450,Bottom,4.3,toggenburg,ny,0,0,
Standing,South,Double,1200,521,2408,465,Bottom,5.2,toggenburg,ny,0,0,
Standing,North,Double,1096,,,,Bottom,,toggenburg,ny,0,0,
Operating,Chair 1,Triple,1800,185,1150,385,Bottom,3,treetops,mi,0,0,
Operating,Chair 2,Triple,1800,228,1132,385,Bottom,2.9,treetops,mi,0,0,
Operating,Chair 3,Triple,1800,230,1325,400,Bottom,3.3,treetops,mi,0,0,
Operating,Utah,Quad,2400,447,1524,400,Bottom,3.8,tussey mountain,pa,0,0,
Operating,Little Bear,Double,1096,,,,Bottom,,tussey mountain,pa,0,0,
Operating,Game Changer,High Speed Quad,2400,1196,3447,1000,,3.4,utah olympic park,ut,0,0,
Operating,Nordic,Double,550,460,1210,450,Bottom,2.7,utah olympic park,ut,0,0,
Operating,Freestyle,Double,300,380,1003,450,Bottom,2.2,utah olympic park,ut,0,0,
Operating,Alpine,Quad,1961,,,,Top,,utah olympic park,ut,0,0,
Operating,1 One,Gondola 10,3600,1996,9308,1200,Top,7.8,vail,co,0,1,127
Operating,2 Avanti Express,High Speed Six,3600,1466,6640,1000,Top,6.6,vail,co,0,1,127
Operating,4 Mountaintop Express,High Speed Six,3600,1108,4284,1000,Top,4.3,vail,co,0,1,127
Operating,7 Game Creek Express,High Speed Six,3200,1184,4484,1000,,4.5,vail,co,0,1,127
Operating,19 Eagle Bahn Gondola,Gondola 12,3000,2215,9148,1181,Top,7.7,vail,co,0,1,127
Operating,11 Northwoods Express,High Speed Six,3000,1545,5905,1000,Top,5.9,vail,co,0,1,127
Operating,3 Wildwood Express,High Speed Quad,2800,852,3350,984,Top,3.4,vail,co,0,1,127
Operating,6 Riva Bahn Express,High Speed Quad,2800,1705,9051,984,Top,9.1,vail,co,0,1,127
Operating,8 Born Free Express,High Speed Quad,2800,1593,6076,1000,Top,6.1,vail,co,0,1,127
Operating,26 Pride Express,High Speed Quad,2800,1225,5415,984,Top,5.5,vail,co,0,1,127
Operating,5 High Noon Express,High Speed Quad,2400,1852,5570,1000,Top,5.6,vail,co,0,1,127
Operating,9 Sun Up Express,High Speed Quad,2400,1109,3874,1000,Top,3.9,vail,co,0,1,127
Operating,10 Highline Express,High Speed Quad,2400,1755,6729,1000,Top,6.7,vail,co,0,1,127
Operating,14 Sourdough Express,High Speed Quad,2400,512,2437,1000,Top,2.4,vail,co,0,1,127
Operating,17 Sun Down Express,High Speed Quad,2400,1586,6106,1000,,6.1,vail,co,0,1,127
Operating,21 Orient Express,High Speed Quad,2400,1565,7658,1000,Top,7.7,vail,co,0,1,127
Operating,37 Skyline Express,High Speed Quad,1800,1936,8391,1100,Top,7.6,vail,co,0,1,127
Operating,39 Pete's Express,High Speed Quad,1800,1582,6677,1100,Top,6.1,vail,co,0,1,127
Operating,20 Cascade Village,Quad,1800,1278,3497,450,Top,7.8,vail,co,0,1,127
Operating,12 Gopher Hill,Triple,1600,146,937,400,Top,2.3,vail,co,0,1,127
Operating,36 Teacup Express,High Speed Quad,1200,1266,6704,1100,Top,6.1,vail,co,0,1,127
Operating,38 Earl's Express,High Speed Quad,1200,1357,4834,1100,Top,4.4,vail,co,0,1,127
Operating,15 Little Eagle,Triple,135,111,1012,400,Bottom,2.5,vail,co,0,1,127
Operating,Polar Express,High Speed Quad,2800,944,4307,950,Bottom,4.5,wachusett mountain,ma,0,0,
Operating,Minuteman Express,High Speed Quad,2600,600,3516,1000,Bottom,3.5,wachusett mountain,ma,0,0,
Operating,Monadnock Express,High Speed Quad,2400,299,2205,1000,Bottom,2.2,wachusett mountain,ma,0,0,
Operating,Vickery Bowl,Triple,1500,,1500,,Bottom,,wachusett mountain,ma,0,0,
Operating,1 Diamond Peak,High Speed Quad,1800,2296,8421,1000,Top,8.4,wasatch peaks ranch,ut,0,0,
Operating,3 Jacob's Ridge,High Speed Quad,1800,1607,4485,1000,Bottom,4.5,wasatch peaks ranch,ut,0,0,
Operating,,Triple,1800,258,1362,400,,3.4,wasatch peaks ranch,ut,0,0,
Operating,Tecumseh Express,High Speed Six,3005,1585,5699,1000,Bottom,5.7,waterville valley,nh,0,0,
Operating,Valley Run,High Speed Quad,2800,682,3979,1000,Bottom,4,waterville valley,nh,0,0,
Operating,Green Peak,Triple,1500,,,475,Bottom,,waterville valley,nh,0,0,
Operating,Snow's Mountain,Double,1440,584,2859,450,Bottom,6.4,waterville valley,nh,0,0,
Operating,Lower Meadows,Double,1000,160,1000,350,Bottom,2.9,waterville valley,nh,0,0,
Operating,Northside,Double,1000,,,,Bottom,,waterville valley,nh,0,0,
Operating,Sunnyside,Triple,1000,997,2920,450,Bottom,6.5,waterville valley,nh,0,0,
Operating,Lookout,Quad,2185,303,1209,400,Bottom,3,welch village,mn,0,0,
Operating,Face,Quad,2000,291,1623,425,Bottom,3.8,welch village,mn,0,0,
Operating,Cannon Valley,Quad,1800,325,1747,400,Bottom,4.4,welch village,mn,0,0,
Operating,Sunrise,Triple,1800,350,2519,400,Bottom,6.3,welch village,mn,0,0,
Operating,Belle Creek,Quad,1778,296,1203,400,Bottom,3,welch village,mn,0,0,
Operating,Skilink,Double,1096,,,,Bottom,,welch village,mn,0,0,
Operating,East,Quad,1961,,,,Bottom,,welch village,mn,0,0,
Operating,West,Quad,1961,,,,Bottom,,welch village,mn,0,0,
Operating,Face,Quad,1800,312,1337,400,Bottom,3.3,west mountain,ny,0,0,
Operating,Apex,Triple,1200,936,3541,450,Bottom,7.9,west mountain,ny,0,0,
Operating,West Express,Triple,1618,,,,Bottom,,west mountain,ny,0,0,
Operating,Great White Express,High Speed Quad,2400,1490,4955,1000,Bottom,5,white pass,wa,0,0,
Operating,Couloir Express,High Speed Quad,1600,911,4075,1000,Top,4.1,white pass,wa,0,0,
Operating,Basin,Quad,1600,649,3673,450,Bottom,8.2,white pass,wa,0,0,
Operating,Paradise,Double,1200,720,2680,450,Top,6,white pass,wa,0,0,
Operating,Far East,Triple,1200,511,2162,450,Bottom,4.8,white pass,wa,0,0,
Operating,Chair 2,Double,900,1493,4987,,Top,,white pass,wa,0,0,
Operating,Great Spirit,Triple,1500,913,3505,450,Bottom,7.8,white pine,wy,0,0,
Operating,Little Spirit,Triple,1000,181,673,400,Bottom,1.7,white pine,wy,0,0,
Operating,Face Lift,High Speed Quad,2400,1316,6254,1000,Bottom,6.3,whiteface,ny,0,0,
Operating,Falcon Flyer,Quad,2400,249,1674,450,Bottom,3.7,whiteface,ny,0,0,
Operating,Warhorse,Quad,2400,322,1838,450,Top,4.1,whiteface,ny,0,0,
Operating,Cloudsplitter,Gondola 8,2000,2432,8487,1212,Top,7,whiteface,ny,0,0,
Operating,Lookout Mountain,Triple,1700,1560,4125,500,Bottom,8.3,whiteface,ny,0,0,
Operating,Summit,Quad,1500,1852,4290,500,Bottom,8.6,whiteface,ny,0,0,
Operating,Mountain Run,Double,1200,993,2458,500,Bottom,4.9,whiteface,ny,0,0,
Operating,Freeway,Double,800,1458,3935,465,Bottom,8.5,whiteface,ny,0,0,
Operating,Little Whiteface,Double,800,1458,4220,465,Bottom,9.1,whiteface,ny,0,0,
Operating,Big Mountain Express,High Speed Quad,2800,2087,7322,1000,Top,7.3,whitefish,mt,0,0,65
Operating,Snow Ghost Express,High Speed Six,2800,2224,7211,1100,Top,6.6,whitefish,mt,0,0,65
Operating,Swift Creek Express,High Speed Quad,2000,1110,,,Top,,whitefish,mt,0,0,65
Operating,Big Creek Express,High Speed Quad,1800,1211,5743,1000,Top,5.7,whitefish,mt,0,0,65
Operating,Base Lodge,Quad,1800,240,1535,450,Bottom,3.4,whitefish,mt,0,0,65
Operating,East Rim,Triple,1750,805,2388,,Top,6,whitefish,mt,0,0,65
Operating,Tenderfoot,Triple,1200,443,2452,440,Bottom,5.6,whitefish,mt,0,0,65
Operating,Easy Rider,Quad,1961,269,,,Bottom,,whitefish,mt,0,0,65
Operating,Bad Rock,Triple,1618,461,,,Bottom,,whitefish,mt,0,0,65
Operating,Elk Highlands,Triple,1618,375,,,Bottom,,whitefish,mt,0,0,65
Operating,Flower Point,Triple,1618,970,,,Top,,whitefish,mt,0,0,65
Operating,Hellroaring,Triple,1618,,,,Top,,whitefish,mt,0,0,65
Operating,Whitetail Express,High Speed Quad,3000,910,3295,984,Bottom,3.3,whitetail,pa,0,1,
Operating,Easy Rider,Quad,2400,523,2580,400,Bottom,6.5,whitetail,pa,0,1,
Operating,Expert's Choice,Quad,2400,770,2310,450,Bottom,5.1,whitetail,pa,0,1,
Operating,Lift Off,Quad,1800,110,1015,250,Bottom,4.1,whitetail,pa,0,1,
Operating,U-Me,Double,1000,85,900,300,Bottom,3,whitetail,pa,0,1,
Operating,Jib Junction,Double,1096,,,,Bottom,,whitetail,pa,0,1,
Operating,Chair 1,Quad,2400,192,968,400,Bottom,2.4,wild mountain,mn,0,0,
Operating,Chair 2,Quad,2400,268,1156,400,Bottom,2.9,wild mountain,mn,0,0,
Operating,Chair 4,Quad,2400,271,1490,400,Bottom,3.7,wild mountain,mn,0,0,
Operating,Chair 3,Quad,1400,270,1225,400,Bottom,3.1,wild mountain,mn,0,0,
Operating,Wildcat Express,High Speed Quad,2400,2041,6616,1100,Bottom,6,wildcat,nh,0,1,
Operating,Bobcat,Triple,1800,762,2772,435,Bottom,6.4,wildcat,nh,0,1,
Operating,Tomcat,Triple,1800,1390,4430,450,Bottom,9.8,wildcat,nh,0,1,
Operating,Snowcat,Triple,1000,237,1444,350,Bottom,4.1,wildcat,nh,0,1,
Operating,Eagle Peak Accelerator,High Speed Six,3000,1518,4650,1100,Bottom,4.2,willamette pass,or,0,0,
Operating,Peak 2,Triple,1800,870,3282,450,Top,7.3,willamette pass,or,0,0,
Operating,Sleepy Hollow,Triple,1800,92,675,240,Bottom,2.8,willamette pass,or,0,0,
Operating,Twilight,Triple,1800,813,3355,450,Bottom,7.5,willamette pass,or,0,0,
Operating,1,Double,1200,447,1428,450,Bottom,3.2,willard mountain,ny,0,0,
Operating,2,Double,1200,441,1430,450,Bottom,3.2,willard mountain,ny,0,0,
Operating,Westside Six,High Speed Six,3000,1294,5078,1000,Bottom,5.1,windham mountain,ny,1,0,
Operating,East Peak Express,High Speed Quad,2400,1045,3762,1000,Bottom,3.8,windham mountain,ny,1,0,
Operating,Whiteway Express,High Speed Quad,2400,387,1704,1000,Bottom,1.7,windham mountain,ny,1,0,
Operating,Wonderama Express,High Speed Quad,2000,,,,Bottom,,windham mountain,ny,1,0,
Operating,Willpower,Triple,1200,50,457,350,Bottom,1.3,windham mountain,ny,1,0,
Operating,Baker,Double,1000,1149,4062,500,Bottom,8.1,windham mountain,ny,1,0,
Operating,The Gondola,Gondola 10,3600,1604,5622,1100,Top,5.1,winter park,co,1,0,119
Operating,Panoramic Express,High Speed Six,3200,1640,7224,1000,Bottom,7.2,winter park,co,1,0,119
Operating,Super Gauge Express,High Speed Six,3200,1771,6913,1000,Top,6.9,winter park,co,1,0,119
Operating,Village Cabriolet,Cabriolet 8,2800,83,1436,620,Top,2.3,winter park,co,1,0,119
Operating,Pioneer Express,High Speed Quad,2800,1214,6778,1000,Top,6.8,winter park,co,1,0,119
Operating,Explorer Express,High Speed Quad,2400,1243,4637,1100,Top,4.2,winter park,co,1,0,119
Operating,Gemini Express,High Speed Quad,2400,490,2337,900,Top,2.6,winter park,co,1,0,119
Operating,Prospector Express,High Speed Quad,2400,696,2870,900,Top,3.2,winter park,co,1,0,119
Operating,Sunnyside Express,High Speed Six,2400,873,3778,1000,Top,3.8,winter park,co,1,0,119
Operating,High Lonesome Express,High Speed Quad,2300,776,5874,800,Top,7.3,winter park,co,1,0,119
Operating,Olympia Express,High Speed Quad,1800,1112,7080,900,Top,7.9,winter park,co,1,0,119
Operating,Endeavour,Triple,1800,318,1700,350,Top,4.9,winter park,co,1,0,119
Operating,Challenger,Double,1200,1452,4805,500,Top,9.6,winter park,co,1,0,119
Operating,Discovery,Double,1200,120,1148,400,Top,3.5,winter park,co,1,0,119
Operating,Iron Horse,Double,1200,1576,5820,500,Top,11.6,winter park,co,1,0,119
Operating,Looking Glass,Double,1200,443,1795,450,Bottom,4,winter park,co,1,0,119
Operating,Pony Express,Double,1200,1051,3415,500,Top,6.8,winter park,co,1,0,119
Operating,Arrow,Triple,1200,632,2360,475,Top,5,winter park,co,1,0,119
Operating,Galloping Goose,Double,1080,130,1244,450,Top,2.8,winter park,co,1,0,119
Operating,Eagle Wind,Triple,1618,1180,,,Top,9,winter park,co,1,0,119
Operating,Raven,High Speed Quad,2400,711,2673,1000,Bottom,2.7,wolf creek,co,0,0,56
Operating,Treasure Stoke,High Speed Quad,1800,1079,4447,1000,Bottom,4.4,wolf creek,co,0,0,56
Operating,Alberta,Quad,1800,1101,5215,475,Bottom,11,wolf creek,co,0,0,56
Operating,Bonanza,Triple,1800,952,3715,500,Bottom,7.4,wolf creek,co,0,0,56
Operating,Charity Jane Express,High Speed Quad,1500,308,2088,1000,Top,2.1,wolf creek,co,0,0,56
Operating,Nova,Double,1200,117,627,,Bottom,,wolf creek,co,0,0,56
Operating,Elma,Triple,1618,,,,Bottom,,wolf creek,co,0,0,56
Operating,Big,Double,1200,477,3218,465,Bottom,6.9,woods valley,ny,0,0,
Operating,Little,Double,1000,143,1068,340,Bottom,3.1,woods valley,ny,0,0,
Operating,Eglise Gondola Stage 1,Gondola 8,2000,72,1423,1000,Top,1.4,yellowstone club,mt,0,0,0
