Status,Lift Name,Type,Capacity,Vertical Rise,Length,Line Speed,Drive,Ride Time,Resort,State,Ikon,Epic,Price
Operating,1 Northern Spirit Express,High Speed Quad,2400,1847,6644,1000,Top,6.6,49 north,wa,0,0,50
Operating,5 Sunrise,Quad,1250,1510,,,Top,9.8,49 north,wa,0,0,50
Operating,2 Grubstake,Double,1200,793,3445,500,Bottom,6.9,49 north,wa,0,0,50
Operating,6 Angel Peak,Double,1090,1144,,,Top,8.7,49 north,wa,0,0,50
Operating,3 Payday,Double,1000,348,1903,400,Bottom,4.8,49 north,wa,0,0,50
Operating,4 Silver Lode,Double,950,1595,5100,500,Top,10.2,49 north,wa,0,0,50
Operating,Chair 2,Quad,2150,200,1140,375,Bottom,3,afton alps,mn,0,1,
Operating,Chair 3,Triple,1800,235,983,400,Bottom,2.5,afton alps,mn,0,1,
Operating,Chair 7,Double,1500,200,826,400,Top,2.1,afton alps,mn,0,1,
Operating,Chair 13,Triple,1500,280,1923,400,Bottom,4.8,afton alps,mn,0,1,
Operating,Chair 5,Double,1200,230,1232,400,Top,3.1,afton alps,mn,0,1,
Operating,Chair 1,Double,1000,240,1150,400,Bottom,2.9,afton alps,mn,0,1,
Operating,Chair 4,Double,1000,65,554,340,Bottom,1.6,afton alps,mn,0,1,
Operating,Chair 6,Double,1000,269,1293,400,Top,3.2,afton alps,mn,0,1,
Operating,Chair 9,Double,1000,163,1144,345,Top,3.3,afton alps,mn,0,1,
Operating,Chair 10,Double,1000,153,971,340,Top,2.9,afton alps,mn,0,1,
Operating,Chair 11,Double,1000,190,1100,400,Top,2.8,afton alps,mn,0,1,
Operating,Chair 12,Double,1000,175,674,400,Top,1.7,afton alps,mn,0,1,
Operating,Chair 14,Double,1000,290,1875,400,Top,4.7,afton alps,mn,0,1,
Operating,Chair 15,Double,1000,277,1628,400,Top,4.1,afton alps,mn,0,1,
Operating,Chair 16,Double,1000,210,900,400,Top,2.3,afton alps,mn,0,1,
Operating,Chair 17,Double,1000,240,1347,400,Top,3.4,afton alps,mn,0,1,
Operating,Chair 18,Double,1000,70,540,340,Top,1.6,afton alps,mn,0,1,
Operating,Chair 4,Triple,1800,224,972,380,Bottom,2.6,alpine valley,mi,0,1,
Operating,Chair 5,Triple,1235,179,1082,415,Bottom,2.6,alpine valley,mi,0,1,
Operating,Chair 2,Double,1000,173,1110,465,Bottom,2.4,alpine valley,mi,0,1,
Operating,Chair 3,Double,1000,173,1110,465,Bottom,2.4,alpine valley,mi,0,1,
Operating,Chair 7,Double,1000,177,865,465,Bottom,1.9,alpine valley,mi,0,1,
Operating,Chair 8,Quad,1961,,,,Bottom,,alpine valley,mi,0,1,
Operating,Sunnyside,High Speed Six,2800,799,4719,1000,Bottom,4.7,alta,ut,1,0,82
Operating,Collins Stage 1,High Speed Quad,2400,741,2727,1000,Top,2.7,alta,ut,1,0,82
Operating,Collins Stage 2,High Speed Quad,2400,1099,3569,1000,Bottom,3.6,alta,ut,1,0,82
Operating,Sugarloaf,High Speed Quad,2400,1371,5042,1000,Bottom,5,alta,ut,1,0,82
Operating,Supreme,High Speed Quad,2400,1224,5134,1000,Bottom,5.1,alta,ut,1,0,82
Operating,Albion,Double,1000,867,5150,475,Bottom,10.8,alta,ut,1,0,82
Operating,Wildcat,Double,1000,1226,4268,500,Bottom,8.5,alta,ut,1,0,82
Operating,Snowpine,Quad,800,85,487,300,Top,1.6,alta,ut,1,0,82
Operating,Rustler,Triple,600,85,475,300,Bottom,1.6,alta,ut,1,0,82
Operating,Lakeview,Double,1096,,,,Top,,alta sierra,ca,0,0,
Operating,Ridge,Double,1096,,,,Top,,alta sierra,ca,0,0,
Operating,Glacier Bowl Express,High Speed Quad,2400,1401,4307,1000,Bottom,4.3,alyeska,ak,1,0,68
Operating,Chair 7,Quad,2000,289,2815,500,Top,5.6,alyeska,ak,1,0,68
Operating,Ted's Express,High Speed Quad,1800,1348,4455,984,Bottom,4.5,alyeska,ak,1,0,68
Standing,Tanaka,Double,1200,530,1658,500,Bottom,3.3,alyeska,ak,1,0,68
Operating,Bear Cub,Quad,1200,288,1156,300,Top,3.9,alyeska,ak,1,0,68
Operating,Tram,Tram 60,800,2028,4699,2000,Bottom,2.3,alyeska,ak,1,0,68
Operating,Little America,Quad,1961,,,,Bottom,,andes tower hills,mn,0,0,
Operating,Hollywood,Triple,1618,,,,Top,,andes tower hills,mn,0,0,
Operating,Milky Way,Triple,1618,,,,Top,,andes tower hills,mn,0,0,
Operating,Southwest Flyer,High Speed Quad,2400,1140,5020,1000,Top,5,angel fire,nm,0,0,62
Operating,Chile Express,High Speed Quad,1800,2067,10992,1200,Top,9.2,angel fire,nm,0,0,62
Operating,Dreamcatcher,Double,1200,150,833,300,Top,2.8,angel fire,nm,0,0,62
Operating,Lift 2,Double,700,385,1900,450,Bottom,4.2,angel fire,nm,0,0,62
Operating,Lift 3,Double,570,447,2204,450,Top,4.9,angel fire,nm,0,0,62
Operating,Bighorn,Double,1200,960,3816,,Bottom,,antelope butte,wy,0,0,
Operating,Deer Park,Double,900,152,,,Bottom,,antelope butte,wy,0,0,
Operating,Lenawee Express,High Speed Six,2400,1018,4002,1000,Bottom,4,arapahoe basin,co,1,0,83
Operating,Black Mountain Express,High Speed Quad,2000,717,2875,1000,Top,2.9,arapahoe basin,co,1,0,83
Operating,Zuma,Quad,1900,1113,4117,450,Top,9.2,arapahoe basin,co,1,0,83
Operating,Beavers,Quad,1800,1501,4123,450,Top,9.2,arapahoe basin,co,1,0,83
Operating,Pallavicini,Double,1200,1325,3512,500,Bottom,7,arapahoe basin,co,1,0,83
Operating,Molly Hogan,Quad,800,57,398,350,Top,1.1,arapahoe basin,co,1,0,83
Operating,Chair 1,Double,1200,662,2364,400,Bottom,5.9,arctic valley,ak,0,0,
Operating,Chair 2,Double,1200,1214,4544,500,Bottom,9.1,arctic valley,ak,0,0,
Operating,Exhibition,High Speed Quad,1800,1914,8793,1100,Top,8,aspen highlands,co,1,0,124
Operating,Loge Peak,High Speed Quad,1800,1620,6610,1100,Bottom,6,aspen highlands,co,1,0,124
Operating,Cloud Nine,High Speed Quad,1200,1116,4743,1100,Top,4.3,aspen highlands,co,1,0,124
Operating,Thunderbowl,Triple,1200,1450,4194,500,Top,8.4,aspen highlands,co,1,0,124
Operating,Deep Termerity,Triple,1085,1708,3683,500,Top,7.4,aspen highlands,co,1,0,124
Operating,Five Trees,Double,600,743,4171,525,Bottom,7.9,aspen highlands,co,1,0,124
Operating,Ajax Express,High Speed Quad,2400,1120,4689,1000,Top,4.7,aspen mountain,co,1,0,124
Operating,Silver Queen Gondola,Gondola 6,2000,3264,13216,1000,Top,13.2,aspen mountain,co,1,0,124
Operating,Ruthies,High Speed Triple,1800,1358,5511,1100,Top,5,aspen mountain,co,1,0,124
Operating,Gent's Ridge,Quad,1750,1079,5440,450,Top,12.1,aspen mountain,co,1,0,124
Operating,Little Nell,Quad,1700,550,2208,500,Top,4.4,aspen mountain,co,1,0,124
Operating,FIS,Double,1200,602,1519,500,Top,3,aspen mountain,co,1,0,124
Operating,Shadow Mountain,Double,1071,1393,3625,500,Bottom,7.3,aspen mountain,co,1,0,124
Operating,Bell Mountain,Double,1000,2158,6803,500,Top,13.6,aspen mountain,co,1,0,124
Operating,Village Express,High Speed Six,3000,2174,10074,1050,Top,9.6,aspen snowmass,co,1,0,124
Operating,Elk Camp Gondola,Gondola 8,2800,1365,8652,1000,Top,8.7,aspen snowmass,co,1,0,124
Operating,Alpine Springs,High Speed Quad,2600,1529,7200,1100,Top,6.5,aspen snowmass,co,1,0,124
Operating,Coney Glade,High Speed Quad,2400,1224,5056,1000,Bottom,5.1,aspen snowmass,co,1,0,124
Operating,Sam's Knob,High Speed Quad,2400,1212,3973,1000,Top,4,aspen snowmass,co,1,0,124
Operating,Big Burn,High Speed Six,2200,1982,7639,1100,Top,6.9,aspen snowmass,co,1,0,124
Operating,Sheer Bliss,High Speed Quad,2000,2212,9242,1000,Top,9.2,aspen snowmass,co,1,0,124
Operating,High Alpine,High Speed Quad,1800,1509,5256,1000,Bottom,5.3,aspen snowmass,co,1,0,124
Operating,Two Creeks,High Speed Quad,1775,1710,9835,1100,Top,8.9,aspen snowmass,co,1,0,124
Operating,Elk Camp,High Speed Quad,1600,1554,7605,1100,Top,6.9,aspen snowmass,co,1,0,124
Operating,Assay Hill,Quad,1200,210,1480,400,Bottom,3.7,aspen snowmass,co,1,0,124
Operating,Meadows,Quad,1200,125,1263,300,Bottom,4.2,aspen snowmass,co,1,0,124
Operating,Campground,Double,664,1435,4730,550,Top,8.6,aspen snowmass,co,1,0,124
Operating,Sky Cab,Pulse Gondola,530,160,1088,1000,Top,1.1,aspen snowmass,co,1,0,124
Operating,Flying Bear,High Speed Quad,2800,1467,5215,1000,Top,5.2,attitash,nh,0,1,
Operating,Flying Yankee,High Speed Quad,2800,883,3070,1070,Bottom,2.9,attitash,nh,0,1,
Operating,Abenaki,Quad,2400,1020,3825,460,Bottom,8.3,attitash,nh,0,1,
Operating,Progression,Quad,1800,637,2708,450,Bottom,6,attitash,nh,0,1,
Operating,Kachina,Triple,1800,512,2200,,Bottom,,attitash,nh,0,1,
Operating,Summit,Triple,1500,1672,6205,500,Bottom,12.4,attitash,nh,0,1,
Operating,Learning Center,Triple,1200,263,1210,350,Bottom,3.5,attitash,nh,0,1,
Operating,F,Quad,2200,380,1980,450,Bottom,4.4,bear creek,pa,0,0,
Operating,A,Quad,1800,435,2661,450,Bottom,5.9,bear creek,pa,0,0,
Operating,B,Quad,1700,460,2740,450,Bottom,6.1,bear creek,pa,0,0,
Operating,E,Triple,1618,,,,Bottom,,bear creek,pa,0,0,
Operating,9 Bear Mountain Express,High Speed Quad,3000,1310,5635,1000,Top,5.6,bear mountain,ca,1,0,
Operating,6 Access Express,High Speed Quad,2400,546,3638,900,Bottom,4,bear mountain,ca,1,0,
Operating,5 Gold Rush,Quad,2400,419,1660,450,Top,3.7,bear mountain,ca,1,0,
Operating,7 Inspiration,Triple,1200,83,585,250,Bottom,2.3,bear mountain,ca,1,0,
Operating,8 Bear Peak,Triple,1200,1130,3630,500,Top,7.3,bear mountain,ca,1,0,
Operating,3 Showdown,Double,1150,336,1775,380,Bottom,4.7,bear mountain,ca,1,0,
Operating,4 Silver Mountain,Double,1139,932,3000,500,Bottom,6,bear mountain,ca,1,0,
Operating,2 Hibernation,Double,1000,519,2896,400,Bottom,7.2,bear mountain,ca,1,0,
Operating,Mokelumne Express,High Speed Six,3000,730,3100,1000,Top,3.1,bear valley,ca,0,0,67
Operating,Polar Express,High Speed Quad,2400,953,4400,1000,Top,4.4,bear valley,ca,0,0,67
Operating,Pooh Bear,Triple,2000,735,2770,500,Top,5.5,bear valley,ca,0,0,67
Operating,Kuma,Triple,1900,733,3065,500,Top,6.1,bear valley,ca,0,0,67
Operating,Cub,Double,1200,200,1450,,Bottom,,bear valley,ca,0,0,67
Operating,Grizzly,Double,1200,1267,2918,,Top,,bear valley,ca,0,0,67
Operating,Koala,Double,1200,500,1816,450,Bottom,4,bear valley,ca,0,0,67
Operating,Super Cub,Double,1100,253,1524,350,Bottom,4.4,bear valley,ca,0,0,67
Operating,Centennial Express,Chondola 6/10,3400,2102,7876,1000,Top,7.9,beaver creek,co,0,1,141
Operating,Cinch Express,High Speed Quad,2800,1458,6170,984,Top,6.3,beaver creek,co,0,1,141
Operating,Grouse Mountain Express,High Speed Quad,2800,1811,5420,984,Top,5.5,beaver creek,co,0,1,141
Operating,Strawberry Park Express,High Speed Quad,2800,1752,6840,984,Top,7,beaver creek,co,0,1,141
Operating,Birds of Prey Express,High Speed Quad,2600,2158,6453,1000,Top,6.5,beaver creek,co,0,1,141
Operating,Larkspur Express,High Speed Quad,2600,1524,5633,1000,Top,5.6,beaver creek,co,0,1,141
Operating,Upper Beaver Creek Mountain Express,High Speed Quad,2600,1482,8591,1000,Top,8.6,beaver creek,co,0,1,141
Operating,Bachelor Express,High Speed Quad,2400,1255,5957,1000,Top,6,beaver creek,co,0,1,141
Operating,Lower Beaver Creek Mountain Express,High Speed Quad,2400,905,6416,1000,Top,6.4,beaver creek,co,0,1,141
Operating,McCoy Park Express,High Speed Quad,2400,921,6150,1000,Top,6.2,beaver creek,co,0,1,141
Operating,Rose Bowl Express,High Speed Quad,2400,1326,4714,1000,Top,4.7,beaver creek,co,0,1,141
Operating,Haymeadow Express,Gondola 8,2200,336,1671,600,Top,2.8,beaver creek,co,0,1,141
Operating,Red Buffalo Express,High Speed Quad,2000,816,4607,1000,Top,4.6,beaver creek,co,0,1,141
Operating,Reunion,Quad,1800,480,2766,450,Top,6.1,beaver creek,co,0,1,141
Operating,Riverfront Express,Gondola 8,1600,63,2210,800,Top,2.8,beaver creek,co,0,1,141
Operating,Arrow Bahn Express,High Speed Quad,1200,1713,7809,1000,Top,7.8,beaver creek,co,0,1,141
Operating,Highlands,Double,1096,196,,,Top,4,beaver creek,co,0,1,141
Operating,Elkhorn,Triple,1618,,,,Top,,beaver creek,co,0,1,141
Operating,Little Beaver,Triple,1500,385,1785,400,Bottom,4.5,beaver mountain,ut,0,0,
Operating,Beaver Face,Double,800,1060,4200,,Bottom,,beaver mountain,ut,0,0,
Operating,Harry's Dream,Triple,1618,,,,Bottom,,beaver mountain,ut,0,0,
Operating,Marge's,Triple,1618,,,,Bottom,,beaver mountain,ut,0,0,
Operating,Belleayre Express,High Speed Quad,2400,1138,5196,1000,Bottom,5.2,belleayre,ny,0,0,
Operating,Lift 8,Quad,2400,945,3635,450,Bottom,8.1,belleayre,ny,0,0,
Operating,Catskill Thunder,Gondola 8,2000,1339,6391,1000,Bottom,6.4,belleayre,ny,0,0,
Operating,Lightning,Quad,1997,447,3512,450,Bottom,7.8,belleayre,ny,0,0,
Operating,Lift 7,Triple,1800,806,2720,500,Bottom,5.4,belleayre,ny,0,0,
Operating,Summit,Quad,2400,936,3145,500,Bottom,6.3,berkshire east,ma,0,0,
Operating,Wilderness Peak,Quad,2000,,3000,,Bottom,,berkshire east,ma,0,0,
Operating,Mountain Top,Triple,1500,,,,Bottom,,berkshire east,ma,0,0,
Operating,Top Notch,Double,1000,,800,,Bottom,,berkshire east,ma,0,0,
Operating,Blue Heron,Quad,1800,219,1618,400,Bottom,4,big boulder,pa,0,1,
Operating,Harmony,Quad,1800,386,1980,400,Bottom,5,big boulder,pa,0,1,
Operating,Big Boulder,Triple,1800,374,1550,450,Bottom,3.4,big boulder,pa,0,1,
Operating,Tannenbaum,Double,1096,,,,Bottom,,big boulder,pa,0,1,
Operating,1,Double,1200,235,2175,450,Bottom,4.8,big powderhorn,mi,0,0,
Operating,2,Double,1200,352,2548,450,Bottom,5.7,big powderhorn,mi,0,0,
Operating,3,Double,1200,374,2436,450,Bottom,5.4,big powderhorn,mi,0,0,
Operating,4,Double,1200,390,1670,,Bottom,,big powderhorn,mi,0,0,
Operating,5,Double,1200,402,2097,450,Bottom,4.7,big powderhorn,mi,0,0,
Operating,6,Double,1140,418,2210,,Bottom,,big powderhorn,mi,0,0,
Operating,8,Double,1100,359,2400,450,Bottom,5.3,big powderhorn,mi,0,0,
Operating,9,Double,1000,331,2457,375,Bottom,6.6,big powderhorn,mi,0,0,
Operating,7,Double,800,162,1610,300,Bottom,5.4,big powderhorn,mi,0,0,
Operating,Ramcharger 8,High Speed Eight,3600,1160,4461,1000,Top,4.5,big sky,mt,1,0,110
Operating,Swift Current 6,High Speed Six,3000,1657,8302,1180,Top,7,big sky,mt,1,0,110
Operating,Thunder Wolf,High Speed Quad,2400,1728,5802,1000,Bottom,5.8,big sky,mt,1,0,110
Operating,Southern Comfort,High Speed Quad,1800,1250,6055,1000,Top,6.1,big sky,mt,1,0,110
Operating,Powder Seeker,High Speed Six,1800,807,2701,1000,Bottom,2.7,big sky,mt,1,0,110
Operating,Six Shooter,High Speed Six,1800,1828,8700,1050,Bottom,8.3,big sky,mt,1,0,110
Operating,Iron Horse,Quad,1800,921,3215,450,Bottom,7.1,big sky,mt,1,0,110
Operating,Pony Express,Triple,1800,573,3115,500,Top,6.2,big sky,mt,1,0,110
Operating,Lewis & Clark,High Speed Quad,1600,715,4145,886,Top,4.7,big sky,mt,1,0,110
Operating,Shedhorn 4,High Speed Quad,1600,1487,4738,1000,Top,4.7,big sky,mt,1,0,110
Operating,Derringer,Quad,1500,429,2544,425,Bottom,6,big sky,mt,1,0,110
Operating,Lone Tree,Quad,1500,650,1550,450,Bottom,3.4,big sky,mt,1,0,110
Operating,Challenger,Triple,1232,1640,4380,500,Bottom,8.9,big sky,mt,1,0,110
Operating,Explorer,Double,1200,622,3770,500,Bottom,,big sky,mt,1,0,110
Operating,Cabin,Triple,1200,136,1691,500,Top,3.4,big sky,mt,1,0,110
Operating,Sacajawea,Triple,1200,538,2638,500,Top,5.3,big sky,mt,1,0,110
Operating,Little Thunder,Double,922,71,,,Bottom,,big sky,mt,1,0,110
Operating,Highlands,Triple,509,967,3850,500,Bottom,7.7,big sky,mt,1,0,110
Operating,Jayhawk,Triple,486,207,2554,500,Top,5.1,big sky,mt,1,0,110
Operating,Headwaters,Double,375,686,1421,375,Bottom,3.8,big sky,mt,1,0,110
Operating,Lone Peak Tram,Tram 15,200,1450,2828,1180,Bottom,2.4,big sky,mt,1,0,110
Operating,Stagecoach,Double,1096,,,,Top,,big sky,mt,1,0,110
Operating,White Otter,Double,1096,210,2200,,Bottom,7.5,big sky,mt,1,0,110
Operating,Cascade,Triple,1618,448,3295,,Top,,big sky,mt,1,0,110
Operating,Dakota,Triple,1618,,,,Bottom,,big sky,mt,1,0,110
Operating,Lone Moose,Triple,1618,1284,4000,,Bottom,6.2,big sky,mt,1,0,110
Operating,Apollo,Triple,1500,229,1348,500,Bottom,2.7,bigrock,me,0,0,
Operating,Gemini,Double,1000,,,,,,bigrock,me,0,0,
Operating,Snow Flyer,High Speed Quad,2400,319,1812,1000,Bottom,1.8,bittersweet,mi,0,0,
Operating,Sweet Express,High Speed Quad,2000,,,,Bottom,,bittersweet,mi,0,0,
Operating,Hawthorne,Triple,1800,249,1070,400,Bottom,2.7,bittersweet,mi,0,0,
Operating,Creeping Myrtle,Double,1096,,,,Bottom,,bittersweet,mi,0,0,
Operating,Chickory,Triple,1618,,,,Bottom,,bittersweet,mi,0,0,
Operating,Sweet Pea,Triple,1618,,,,Bottom,,bittersweet,mi,0,0,
Operating,Summit,Triple,1200,1136,4385,500,Bottom,8.8,black mountain maine,me,0,0,
Operating,Novice,Double,1000,,1100,,Bottom,,black mountain maine,me,0,0,
Operating,East Bowl,Triple,1500,698,3023,450,Bottom,6.7,black mountain nh,nh,0,0,
Operating,Summit,Double,900,1100,4360,500,Bottom,8.7,black mountain nh,nh,0,0,
Operating,Crystal,Double,1096,1000,,,Top,,blacktail mountain,mt,0,0,
Operating,Thunderhead,Double,1096,1440,,,Top,,blacktail mountain,mt,0,0,
Operating,Olympic,Triple,1618,550,,,Bottom,,blacktail mountain,mt,0,0,
Operating,Expressway,Triple,1300,751,2705,400,Top,,blue knob,pa,0,0,
Operating,Route 66,Double,1000,1000,4900,,Top,,blue knob,pa,0,0,
Operating,High Hopes,Double,1000,971,4160,,Top,,blue knob,pa,0,0,
Operating,Beginners,Triple,800,,1400,400,Top,3.5,blue knob,pa,0,0,
Operating,Challenge Express,High Speed Six,3000,1054,4299,1000,Bottom,4.3,blue mountain,pa,1,0,
Operating,Main Street Express,High Speed Six,3000,980,4526,1000,Bottom,4.5,blue mountain,pa,1,0,
Operating,Comet Express,High Speed Quad,2400,1083,4487,1000,Bottom,4.5,blue mountain,pa,1,0,
Operating,Valley School,Triple,1200,120,898,300,Bottom,3,blue mountain,pa,1,0,
Operating,Vista,Double,900,269,1242,465,,2.7,blue mountain,pa,1,0,
Operating,1 Deer Point Express,High Speed Quad,2400,888,3800,1000,Bottom,3.8,bogus basin,id,0,0,
Operating,2 Morning Star Express,High Speed Quad,2400,635,2960,1000,Top,3,bogus basin,id,0,0,
Operating,3 Superior Express,High Speed Quad,2400,1448,3923,1000,Top,3.9,bogus basin,id,0,0,
Operating,6 Pine Creek Express,High Speed Quad,2400,1792,5302,1000,Top,5.3,bogus basin,id,0,0,
Operating,4 Showcase,Double,1200,702,3470,500,Bottom,6.9,bogus basin,id,0,0,
Operating,5 Bitteroot,Double,1200,523,2566,450,Top,5.7,bogus basin,id,0,0,
Operating,7 Coach,Double,1096,,,,Bottom,,bogus basin,id,0,0,
Operating,Timberline,Quad,2160,940,3790,465,Bottom,8.2,bolton valley,vt,0,0,63
Operating,Vista,Quad,1400,955,4389,450,Bottom,9.8,bolton valley,vt,0,0,63
Operating,Mid Mountain,Double,1000,312,1798,465,Bottom,3.9,bolton valley,vt,0,0,63
Operating,Wilderness,Double,1000,963,4948,500,Bottom,9.9,bolton valley,vt,0,0,63
Operating,Snowflake,Double,800,250,1230,350,Bottom,3.5,bolton valley,vt,0,0,63
Operating,Accelerator,High Speed Quad,2800,532,2525,886,Bottom,2.9,boreal,ca,0,0,
Operating,California Cruiser,Quad,2400,124,901,300,Bottom,3,boreal,ca,0,0,
Operating,Castle Peak,Quad,1900,185,1253,300,Bottom,4.2,boreal,ca,0,0,
Operating,Flying Dutchman,Triple,1800,437,2388,450,Top,5.3,boreal,ca,0,0,
Operating,49er,Triple,1618,,,,Top,,boreal,ca,0,0,
Operating,Cedar Ridge,Triple,1618,,,,Bottom,,boreal,ca,0,0,
Operating,Blue,Double,1200,406,1971,420,Bottom,4.7,bousquet mountain,ma,0,0,
Operating,Yellow,Triple,1200,,,,Bottom,,bousquet mountain,ma,0,0,
Operating,Heather Express,High Speed Quad,3000,500,2850,1000,Bottom,2.9,boyne highlands,mi,1,0,
Operating,Challenger,Quad,2400,360,1639,400,Top,4.1,boyne highlands,mi,1,0,
Operating,Camelot,Triple,1800,200,1488,400,Bottom,3.7,boyne highlands,mi,1,0,
Operating,MacGully,Triple,1500,504,2920,,Top,,boyne highlands,mi,1,0,
Operating,Amy's,Quad,1961,,,,Top,,boyne highlands,mi,1,0,
Operating,North Face,Quad,1961,,,,Top,,boyne highlands,mi,1,0,
Operating,Interconnect,Triple,1618,,,,Top,,boyne highlands,mi,1,0,
Operating,Valley,Triple,1618,,,,Top,,boyne highlands,mi,1,0,
Operating,Mountain Express,High Speed Six,3600,438,1941,1000,Top,1.9,boyne mountain,mi,1,0,
Operating,Disciples 8,High Speed Eight,3200,413,2684,1000,Bottom,2.7,boyne mountain,mi,1,0,
Operating,Ramshead,Quad,2400,351,2159,400,Top,5.4,boyne mountain,mi,1,0,
Operating,Meadows,Quad,1800,390,2251,450,Bottom,5,boyne mountain,mi,1,0,
Operating,Alpine,Double,1096,,,,Bottom,,boyne mountain,mi,1,0,
Operating,Hemlock,Double,1096,,,,Top,,boyne mountain,mi,1,0,
Operating,Superbowl,Quad,1961,,,,Top,,boyne mountain,mi,1,0,
Operating,Victor,Quad,1961,,,,Top,,boyne mountain,mi,1,0,
Operating,Boyneland,Triple,1618,,,,Bottom,,boyne mountain,mi,1,0,
Operating,Colorado SuperChair,High Speed Six,3600,1325,6194,1000,Top,6.2,breckenridge,co,0,1,140
Operating,Quicksilver Super6,High Speed Six,3600,632,5577,1100,Top,5.1,breckenridge,co,0,1,140
Operating,Falcon SuperChair,High Speed Six,3000,1400,5787,1000,Top,5.8,breckenridge,co,0,1,140
Operating,Independence SuperChair,High Speed Six,3000,1320,7149,1100,Top,6.5,breckenridge,co,0,1,140
Operating,Kensho SuperChair,High Speed Six,3000,1502,5902,1000,Bottom,5.9,breckenridge,co,0,1,140
Operating,BreckConnect Gondola,Gondola 8,2800,391,7595,1000,Top,7.6,breckenridge,co,0,1,140
Operating,Beaver Run SuperChair,High Speed Quad,2800,1590,9048,1000,Top,9,breckenridge,co,0,1,140
Operating,Mercury SuperChair,High Speed Quad,2800,1466,7559,1100,Top,6.9,breckenridge,co,0,1,140
Operating,Peak 8 SuperConnect,High Speed Quad,2800,1424,8377,1000,Top,8.4,breckenridge,co,0,1,140
Operating,Rocky Mountain SuperChair,High Speed Quad,2800,1214,5455,1100,Top,5,breckenridge,co,0,1,140
Operating,Freedom SuperChair,High Speed Quad,2400,1036,5727,1000,Top,5.7,breckenridge,co,0,1,140
Operating,Rip's Ride,High Speed Quad,2000,306,1711,800,Top,2.1,breckenridge,co,0,1,140
Operating,Zendo,Quad,2000,338,2582,453,Top,5.7,breckenridge,co,0,1,140
Operating,Imperial SuperChair,High Speed Quad,1800,939,2714,1000,Bottom,2.7,breckenridge,co,0,1,140
Operating,A,Triple,1800,621,4684,450,Top,10.4,breckenridge,co,0,1,140
Operating,5,Double,1200,711,3583,500,Top,7.2,breckenridge,co,0,1,140
Operating,6,Double,1200,990,3400,500,Bottom,6.8,breckenridge,co,0,1,140
Operating,E,Double,1200,940,3075,500,Top,6.2,breckenridge,co,0,1,140
Operating,Snowflake,Double,1200,631,5322,510,Bottom,10.4,breckenridge,co,0,1,140
Operating,C,Double,1130,1253,5796,500,Top,11.6,breckenridge,co,0,1,140
Operating,Rosebrook Summit,High Speed Quad,2800,556,2455,1100,Bottom,2.2,bretton woods,nh,0,0,76
Operating,Bethlehem Express,High Speed Quad,2500,1010,4900,1000,Bottom,4.9,bretton woods,nh,0,0,76
Operating,West Mountain Express,High Speed Quad,2400,826,3802,1100,Bottom,3.5,bretton woods,nh,0,0,76
Operating,Zephyr Express,High Speed Quad,2000,1063,4160,1070,Bottom,3.9,bretton woods,nh,0,0,76
Operating,Fabyan's Express,Triple,1790,825,3396,470,Bottom,7.2,bretton woods,nh,0,0,76
Operating,Learning Center,Quad,1700,89,828,320,Bottom,2.6,bretton woods,nh,0,0,76
Operating,Skyway,Gondola 8,1500,1298,5861,1181,Bottom,5,bretton woods,nh,0,0,76
Operating,Navajo Express,High Speed Quad,2400,622,4165,1000,Top,4.2,brian head,ut,0,0,59
Operating,Giant Steps Express,High Speed Quad,2000,,,,Top,,brian head,ut,0,0,59
Operating,Roulette,Triple,1900,743,3080,500,Top,6.2,brian head,ut,0,0,59
Operating,Alpen Glow,Triple,1800,550,2366,500,Top,4.7,brian head,ut,0,0,59
Operating,Black Foot,Triple,1800,425,2240,475,Top,4.7,brian head,ut,0,0,59
Operating,The Dunes,Triple,1800,542,2522,475,Top,5.3,brian head,ut,0,0,59
Operating,Wildflower,Triple,1800,579,2887,500,Top,5.8,brian head,ut,0,0,59
Operating,Pioneer,Double,1200,139,1015,300,Bottom,3.4,brian head,ut,0,0,59
Operating,Sunnyside,Quad,2400,660,3715,450,Top,8.3,bridger bowl,mt,0,0,49
Operating,Alpine,Triple,1800,831,4362,550,Bottom,7.9,bridger bowl,mt,0,0,49
Operating,Bridger,Triple,1800,1427,3821,500,Bottom,7.6,bridger bowl,mt,0,0,49
Operating,Pierre's Knob,Triple,1800,1175,4257,500,Bottom,8.5,bridger bowl,mt,0,0,49
Operating,Powder Park,Triple,1800,863,3619,550,Bottom,6.6,bridger bowl,mt,0,0,49
Operating,Virginia City,Triple,1800,517,3840,500,Top,7.7,bridger bowl,mt,0,0,49
Operating,Schlasman's,Double,1096,,,,Bottom,,bridger bowl,mt,0,0,49
Operating,Snowflake,Triple,1618,,,,Bottom,,bridger bowl,mt,0,0,49
Operating,Crest Express,High Speed Quad,2800,1196,5777,1000,Top,5.8,brighton,ut,1,0,67
Operating,Great Western Express,High Speed Quad,2400,1730,6620,1000,Bottom,6.6,brighton,ut,1,0,67
Operating,Milly Express,High Speed Quad,2400,1109,3712,1000,Bottom,3.7,brighton,ut,1,0,67
Operating,Snake Creek Express,High Speed Quad,2400,996,4635,1000,,4.6,brighton,ut,1,0,67
Operating,Explorer,Triple,800,140,850,400,Bottom,2.1,brighton,ut,1,0,67
