Resort,Season,Day Pass,Season Pass,State
Mount Snow,2007-08,72,949,vt
Mount Snow,2008-09,75,1049,vt
Mount Snow,2009-10,75,1049,vt
Mount Snow,2010-11,79,1199,vt
Mount Snow,2011-12,83,1249,vt
Mount Snow,2012-13,83,1249,vt
Mount Snow,2013-14,85,1279,vt
Mount Snow,2014-15,90,1329,vt
Mount Snow,2015-16,95,1329,vt
Mount Snow,2016-17,95,999,vt
Mount Snow,2017-18,100,999,vt
Mount Snow,2018-19,110,1129,vt
Mount Snow,2019-20,118,739,vt
Mount Snow,2020-21,126.14,849,vt
Mount Snow,2021-22,136.74,619,vt
Mount Snow,2022-23,153.7,735,vt
Mount Snow,2023-24,179.14,,vt
Mt. Abram,1999-00,32,,me
Mt. Abram,2000-01,33,400,me
Mt. Abram,2001-02,35,,me
Mt. Abram,2002-03,35,575,me
Mt. Abram,2003-04,37,575,me
Mt. Abram,2004-05,41,575,me
Mt. Abram,2005-06,42,595,me
Mt. Abram,2006-07,42,595,me
Mt. Abram,2007-08,43,695,me
Mt. Abram,2008-09,49,649,me
Mt. Abram,2009-10,49,,me
Mt. Abram,2010-11,49,719,me
Mt. Abram,2011-12,49,699,me
Mt. Abram,2012-13,49,730,me
Mt. Abram,2013-14,49,730,me
Mt. Abram,2014-15,49,540,me
Mt. Abram,2015-16,55,540,me
Mt. Abram,2016-17,59,619,me
Mt. Abram,2017-18,59,609,me
Mt. Abram,2018-19,49,629,me
Mt. Abram,2019-20,49,609,me
Mt. Abram,2020-21,49,599,me
Mt. Abram,2021-22,55,569,me
Mt. Abram,2022-23,35,589,me
Mt. Abram,2023-24,,599,me
Mt. Eustis,2016-17,5,,nh
Mt. Eustis,2017-18,5,,nh
Mt. Eustis,2018-19,5,,nh
Mt. Eustis,2021-22,5,50,nh
Mt. Eustis,2022-23,5,50,nh
Mt. Greylock,2016-17,,85,ma
Mt. Greylock Ski Club,2014-15,,85,ma
Mt. Greylock Ski Club,2015-16,,85,ma
Mt. Greylock Ski Club,2017-18,,85,ma
Mt. Greylock Ski Club,2018-19,,85,ma
Mt. Greylock Ski Club,2020-21,,85,ma
Mt. Greylock Ski Club,2021-22,,85,ma
Mt. Jefferson,2002-03,15,160,me
Mt. Jefferson,2003-04,15,160,me
Mt. Jefferson,2004-05,15,160,me
Mt. Jefferson,2005-06,15,160,me
Mt. Jefferson,2009-10,17,170,me
Mt. Jefferson,2011-12,20,185,me
Mt. Jefferson,2012-13,20,185,me
Mt. Jefferson,2013-14,20,185,me
Mt. Jefferson,2014-15,20,185,me
Mt. Jefferson,2015-16,20,185,me
Mt. Jefferson,2016-17,20,185,me
Mt. Jefferson,2017-18,20,185,me
Mt. Jefferson,2018-19,25,,me
Mt. Jefferson,2021-22,30,300,me
Mt. Jefferson,2022-23,40,399,me
Mt. Jefferson,2023-24,,449,me
Mt. Southington,1998-99,28,,ct
Mt. Southington,1999-00,29,,ct
Mt. Southington,2000-01,30,389,ct
Mt. Southington,2001-02,30,429,ct
Mt. Southington,2002-03,30,439,ct
Mt. Southington,2003-04,32,449,ct
Mt. Southington,2004-05,35,459,ct
Mt. Southington,2005-06,37,469,ct
Mt. Southington,2006-07,42,499,ct
Mt. Southington,2007-08,44,524,ct
Mt. Southington,2008-09,48,535,ct
Mt. Southington,2009-10,50,535,ct
Mt. Southington,2010-11,52,535,ct
Mt. Southington,2011-12,53,540,ct
Mt. Southington,2012-13,54,540,ct
Mt. Southington,2013-14,55,550,ct
Mt. Southington,2014-15,56,550,ct
Mt. Southington,2015-16,58,560,ct
Mt. Southington,2016-17,58,560,ct
Mt. Southington,2017-18,59,580,ct
Mt. Southington,2018-19,60,660,ct
Mt. Southington,2019-20,62,,ct
Mt. Southington,2020-21,62,650,ct
Mt. Southington,2021-22,64,675,ct
Mt. Southington,2022-23,68,725,ct
Mt. Southington,2023-24,70,750,ct
Mt. Sunapee,1997-98,37,,nh
Mt. Sunapee,1998-99,41,,nh
Mt. Sunapee,1999-00,44,,nh
Mt. Sunapee,2000-01,47,865,nh
Mt. Sunapee,2001-02,49,890,nh
Mt. Sunapee,2002-03,51,920,nh
Mt. Sunapee,2003-04,54,965,nh
Mt. Sunapee,2004-05,56,995,nh
Mt. Sunapee,2005-06,58,899,nh
Mt. Sunapee,2006-07,62,929,nh
Mt. Sunapee,2007-08,64,969,nh
Mt. Sunapee,2008-09,66,999,nh
Mt. Sunapee,2009-10,68,,nh
Mt. Sunapee,2010-11,70,,nh
Mt. Sunapee,2011-12,72,1089,nh
Mt. Sunapee,2012-13,74,1119,nh
Mt. Sunapee,2013-14,76,1149,nh
Mt. Sunapee,2014-15,79,1199,nh
Mt. Sunapee,2015-16,82,1249,nh
Mt. Sunapee,2016-17,84,1269,nh
Mt. Sunapee,2017-18,93,1375,nh
Mt. Sunapee,2018-19,98,709,nh
Mt. Sunapee,2019-20,99,739,nh
Mt. Sunapee,2020-21,83,639,nh
Mt. Sunapee,2021-22,109,499,nh
Mt. Sunapee,2022-23,119,557,nh
Mt. Sunapee,2023-24,129,,nh
Mt. Tom,1997-98,29,410,ma
Nashoba Valley,1999-00,29,,ma
Nashoba Valley,2000-01,30,500,ma
Nashoba Valley,2001-02,30,500,ma
Nashoba Valley,2002-03,32,500,ma
Nashoba Valley,2003-04,33,500,ma
Nashoba Valley,2004-05,35,500,ma
Nashoba Valley,2005-06,37,,ma
Nashoba Valley,2006-07,40,550,ma
Nashoba Valley,2007-08,40,550,ma
Nashoba Valley,2008-09,44,575,ma
Nashoba Valley,2009-10,45,,ma
Nashoba Valley,2010-11,46,,ma
Nashoba Valley,2011-12,48,625,ma
Nashoba Valley,2012-13,48,,ma
Nashoba Valley,2013-14,50,650,ma
Nashoba Valley,2014-15,52,675,ma
Nashoba Valley,2015-16,54,675,ma
Nashoba Valley,2016-17,55,675,ma
Nashoba Valley,2017-18,55,675,ma
Nashoba Valley,2018-19,58,650,ma
Nashoba Valley,2019-20,60,650,ma
Nashoba Valley,2020-21,,600,ma
Nashoba Valley,2021-22,85,650,ma
Nashoba Valley,2022-23,95,700,ma
Northeast Slopes,2008-09,12,,vt
Northeast Slopes,2009-10,12,,vt
Northeast Slopes,2010-11,12,,vt
Northeast Slopes,2011-12,15,,vt
Northeast Slopes,2012-13,15,,vt
Northeast Slopes,2013-14,15,,vt
Northeast Slopes,2014-15,15,150,vt
Northeast Slopes,2015-16,15,150,vt
Northeast Slopes,2016-17,15,150,vt
Northeast Slopes,2017-18,15,150,vt
Northeast Slopes,2018-19,15,150,vt
Northeast Slopes,2019-20,15,150,vt
Northeast Slopes,2021-22,15,150,vt
Northeast Slopes,2022-23,15,150,vt
Okemo,1997-98,50,1110,vt
Okemo,1999-00,54,1150,vt
Okemo,2000-01,56,1150,vt
Okemo,2001-02,59,1200,vt
Okemo,2002-03,62,1240,vt
Okemo,2003-04,65,1375,vt
Okemo,2004-05,67,1325,vt
Okemo,2005-06,69,1199,vt
Okemo,2006-07,72,1229,vt
Okemo,2007-08,74,1249,vt
Okemo,2008-09,77,1299,vt
Okemo,2009-10,,1339,vt
Okemo,2010-11,81,1379,vt
Okemo,2011-12,84,1419,vt
Okemo,2012-13,88,,vt
Okemo,2013-14,89,1499,vt
Okemo,2014-15,92,1529,vt
Okemo,2015-16,97,1599,vt
Okemo,2016-17,101,1619,vt
Okemo,2017-18,110,1375,vt
Okemo,2018-19,127.2,709,vt
Okemo,2019-20,126.14,739,vt
Okemo,2020-21,126.14,849,vt
Okemo,2021-22,142.04,619,vt
Okemo,2022-23,157.94,735,vt
Okemo,2023-24,200.34,,vt
Otis Ridge,1998-99,20,,ma
Otis Ridge,1999-00,20,,ma
Otis Ridge,2000-01,22,200,ma
Otis Ridge,2001-02,24,200,ma
Otis Ridge,2002-03,25,200,ma
Otis Ridge,2003-04,25,200,ma
Otis Ridge,2004-05,29,200,ma
Otis Ridge,2005-06,30,200,ma
Otis Ridge,2006-07,30,200,ma
Otis Ridge,2007-08,30,200,ma
Otis Ridge,2008-09,30,220,ma
Otis Ridge,2009-10,30,220,ma
Otis Ridge,2010-11,30,220,ma
Otis Ridge,2011-12,30,200,ma
Otis Ridge,2012-13,30,200,ma
Otis Ridge,2013-14,35,220,ma
Otis Ridge,2014-15,35,220,ma
Otis Ridge,2015-16,40,220,ma
Otis Ridge,2016-17,40,220,ma
Otis Ridge,2017-18,40,220,ma
Otis Ridge,2018-19,40,220,ma
Otis Ridge,2019-20,40,220,ma
Otis Ridge,2020-21,40,230,ma
Otis Ridge,2021-22,45,249,ma
Otis Ridge,2022-23,50,289,ma
Otis Ridge,2023-24,55,319,ma
Pats Peak,1997-98,36,,nh
Pats Peak,1998-99,38,,nh
Pats Peak,1999-00,39,495,nh
Pats Peak,2000-01,39,,nh
Pats Peak,2001-02,40,495,nh
Pats Peak,2002-03,40,495,nh
Pats Peak,2003-04,42,349,nh
Pats Peak,2004-05,43,349,nh
Pats Peak,2005-06,47,349,nh
Pats Peak,2006-07,48,369,nh
Pats Peak,2007-08,49,389,nh
Pats Peak,2008-09,52,419,nh
Pats Peak,2009-10,54,429,nh
Pats Peak,2010-11,56,449,nh
Pats Peak,2011-12,58,469,nh
Pats Peak,2012-13,60,499,nh
Pats Peak,2013-14,62,519,nh
Pats Peak,2014-15,64,529,nh
Pats Peak,2015-16,66,539,nh
Pats Peak,2016-17,68,549,nh
Pats Peak,2017-18,70,549,nh
Pats Peak,2018-19,72,559,nh
Pats Peak,2019-20,75,559,nh
Pats Peak,2020-21,79,,nh
Pats Peak,2021-22,79,569,nh
Pats Peak,2022-23,92,589,nh
Pats Peak,2023-24,95,689,nh
Pico,1997-98,39,849,vt
Pico,1998-99,42,849,vt
Pico,1999-00,45,549,vt
Pico,2000-01,45,549,vt
Pico,2001-02,45,549,vt
Pico,2002-03,48,,vt
Pico,2003-04,49,649,vt
Pico,2004-05,49,449,vt
Pico,2005-06,49,399,vt
Pico,2006-07,49,499,vt
Pico,2007-08,49,499,vt
Pico,2008-09,52,519,vt
Pico,2010-11,59,399,vt
Pico,2011-12,62,429,vt
Pico,2012-13,67,429,vt
Pico,2013-14,67,429,vt
Pico,2014-15,69,449,vt
Pico,2015-16,72,469,vt
Pico,2016-17,76,479,vt
Pico,2017-18,79,479,vt
Pico,2018-19,81,512.53,vt
Pico,2019-20,85,533.93,vt
Pico,2020-21,120,673.03,vt
Pico,2021-22,119,677.34,vt
Pico,2022-23,131.44,730.34,vt
Pine Ridge,2004-05,20,200,ma
Pine Ridge,2005-06,24,240,ma
Pinnacle,2017-18,30,,vt
Pinnacle,2019-20,,30,vt
Pleasant Mountain,1997-98,38,,me
Pleasant Mountain,1999-00,39,599,me
Pleasant Mountain,2000-01,39,675,me
Pleasant Mountain,2001-02,41,699,me
Pleasant Mountain,2002-03,42,699,me
Pleasant Mountain,2003-04,42,709,me
Pleasant Mountain,2004-05,44,699,me
Pleasant Mountain,2005-06,45,679,me
Pleasant Mountain,2006-07,47,699,me
Pleasant Mountain,2007-08,49,699,me
Pleasant Mountain,2008-09,52,779,me
Pleasant Mountain,2009-10,53,709,me
Pleasant Mountain,2010-11,56,709,me
Pleasant Mountain,2011-12,59,709,me
Pleasant Mountain,2012-13,59,699,me
Pleasant Mountain,2013-14,62,699,me
Pleasant Mountain,2014-15,63,705,me
Pleasant Mountain,2015-16,65,710,me
Pleasant Mountain,2016-17,69,715,me
Pleasant Mountain,2017-18,72,725,me
Pleasant Mountain,2018-19,75,760,me
Pleasant Mountain,2019-20,82,770,me
Pleasant Mountain,2020-21,86,795,me
Pleasant Mountain,2021-22,88,825,me
Pleasant Mountain,2022-23,89,924,me
Pleasant Mountain,2023-24,94,,me
Powder Ridge,1998-99,30,,ct
Powder Ridge,1999-00,30,400,ct
Powder Ridge,2000-01,30,400,ct
Powder Ridge,2001-02,32,400,ct
Powder Ridge,2002-03,33,450,ct
Powder Ridge,2003-04,33,450,ct
Powder Ridge,2004-05,35,,ct
Powder Ridge,2005-06,37,,ct
Powder Ridge,2013-14,55,550,ct
Powder Ridge,2014-15,55,550,ct
Powder Ridge,2015-16,55,550,ct
Powder Ridge,2016-17,55,550,ct
Powder Ridge,2017-18,55,550,ct
Powder Ridge,2018-19,55,605,ct
Powder Ridge,2019-20,49,539,ct
Powder Ridge,2020-21,55,,ct
Powder Ridge,2021-22,57,627,ct
Powder Ridge,2022-23,59,649,ct
Powder Ridge,2023-24,60.62,,ct
Powderhouse Hill,2008-09,5,,me
Powderhouse Hill,2009-10,5,,me
Powderhouse Hill,2010-11,5,,me
Powderhouse Hill,2011-12,5,,me
Powderhouse Hill,2012-13,5,,me
Powderhouse Hill,2013-14,5,,me
Powderhouse Hill,2014-15,5,,me
Powderhouse Hill,2015-16,5,,me
Powderhouse Hill,2016-17,5,,me
Powderhouse Hill,2017-18,5,,me
Powderhouse Hill,2018-19,5,,me
Powderhouse Hill,2019-20,5,,me
Powderhouse Hill,2021-22,5,,me
Powderhouse Hill,2022-23,5,,me
Proctor Ski Area,2017-18,15,,nh
Quarry Road Trails,2021-22,10,50,me
Quarry Road Trails,2022-23,10,50,me
Quechee,1998-99,22,,vt
Quechee,1999-00,22,,vt
Quechee,2004-05,35,,vt
Quechee,2006-07,38,,vt
Quechee,2011-12,40,,vt
Quechee,2012-13,40,,vt
Quechee,2013-14,40,,vt
Quechee,2014-15,42,,vt
Quechee,2015-16,42,375,vt
Quechee,2016-17,45,400,vt
Quechee,2017-18,45,420,vt
Quechee,2018-19,49,445.2,vt
Quechee,2019-20,49,450,vt
Quechee,2020-21,49,477,vt
Quechee,2021-22,52,530,vt
Quechee,2022-23,57,583,vt
Quoggy Jo,2013-14,8,125,me
Quoggy Jo,2014-15,8,125,me
Quoggy Jo,2015-16,8,125,me
Quoggy Jo,2016-17,8,125,me
Quoggy Jo,2019-20,10,125,me
Quoggy Jo,2021-22,,150,me
Ragged Mountain,1997-98,30,,nh
Ragged Mountain,1999-00,38,,nh
Ragged Mountain,2000-01,,675,nh
Ragged Mountain,2001-02,45,775,nh
Ragged Mountain,2002-03,,775,nh
Ragged Mountain,2003-04,49,815,nh
Ragged Mountain,2004-05,49,815,nh
Ragged Mountain,2005-06,52,815,nh
Ragged Mountain,2006-07,54,815,nh
Ragged Mountain,2007-08,,399,nh
Ragged Mountain,2008-09,59,499,nh
Ragged Mountain,2009-10,62,499,nh
Ragged Mountain,2010-11,68,499,nh
Ragged Mountain,2011-12,71,529,nh
Ragged Mountain,2012-13,71,529,nh
Ragged Mountain,2013-14,73,579,nh
Ragged Mountain,2014-15,79,749,nh
Ragged Mountain,2015-16,79,749,nh
Ragged Mountain,2016-17,79,449,nh
Ragged Mountain,2017-18,79,449,nh
Ragged Mountain,2018-19,89,499,nh
Ragged Mountain,2019-20,92,519,nh
Ragged Mountain,2020-21,94,599,nh
Ragged Mountain,2021-22,94,699,nh
Ragged Mountain,2022-23,114,704,nh
Ragged Mountain,2023-24,,699,nh
Saddleback,1998-99,42,,me
Saddleback,1999-00,45,,me
Saddleback,2000-01,47,725,me
Saddleback,2001-02,49,775,me
Saddleback,2002-03,49,975,me
Saddleback,2003-04,35,700,me
Saddleback,2004-05,35,595,me
Saddleback,2005-06,39,500,me
Saddleback,2006-07,40,450,me
Saddleback,2007-08,40,450,me
Saddleback,2008-09,40,450,me
Saddleback,2009-10,49,649,me
Saddleback,2010-11,50,649,me
Saddleback,2011-12,59,699,me
Saddleback,2012-13,59,799,me
Saddleback,2013-14,59,799,me
Saddleback,2014-15,69,,me
Saddleback,2020-21,84,699,me
Saddleback,2021-22,104,849,me
Saddleback,2022-23,119,849,me
Saddleback,2023-24,129,949,me
Ski Blandford,1998-99,24,199,ma
Ski Blandford,2000-01,26,,ma
Ski Blandford,2001-02,28,,ma
Ski Blandford,2002-03,28,299,ma
Ski Blandford,2003-04,33,324,ma
Ski Blandford,2004-05,35,324,ma
Ski Blandford,2005-06,37,338,ma
Ski Blandford,2006-07,37,338,ma
Ski Blandford,2007-08,39,398,ma
Ski Blandford,2008-09,41,398,ma
Ski Blandford,2009-10,45,448,ma
Ski Blandford,2010-11,45,448,ma
Ski Blandford,2011-12,47,458,ma
Ski Blandford,2012-13,47,,ma
Ski Blandford,2015-16,44,359,ma
Ski Blandford,2016-17,44,369,ma
Ski Blandford,2018-19,45,249,ma
Ski Blandford,2019-20,45,289,ma
Ski Bradford,2000-01,28,500,ma
Ski Bradford,2002-03,30,500,ma
Ski Bradford,2003-04,30,500,ma
Ski Bradford,2004-05,30,550,ma
Ski Bradford,2005-06,33,600,ma
Ski Bradford,2006-07,38,630,ma
Ski Bradford,2007-08,38,630,ma
Ski Bradford,2008-09,42,670,ma
Ski Bradford,2009-10,42,670,ma
Ski Bradford,2010-11,43,,ma
Ski Bradford,2011-12,45,670,ma
Ski Bradford,2012-13,45,670,ma
Ski Bradford,2013-14,48,695,ma
Ski Bradford,2014-15,48,665,ma
Ski Bradford,2015-16,50,665,ma
Ski Bradford,2016-17,52,665,ma
Ski Bradford,2017-18,52,665,ma
Ski Bradford,2018-19,55,665,ma
Ski Bradford,2019-20,58,665,ma
Ski Bradford,2020-21,58,,ma
Ski Bradford,2021-22,65,700,ma
Ski Bradford,2022-23,69,,ma
Ski Bradford,2023-24,73,,ma
Ski Butternut,1998-99,,495,ma
Ski Butternut,1999-00,39,,ma
Ski Butternut,2000-01,39,495,ma
Ski Butternut,2001-02,41,,ma
Ski Butternut,2002-03,43,299,ma
Ski Butternut,2003-04,45,299,ma
Ski Butternut,2004-05,46,299,ma
Ski Butternut,2005-06,46,199,ma
Ski Butternut,2006-07,49,279,ma
Ski Butternut,2007-08,50,279,ma
Ski Butternut,2008-09,55,279,ma
Ski Butternut,2009-10,55,279,ma
Ski Butternut,2010-11,55,330,ma
Ski Butternut,2011-12,55,330,ma
Ski Butternut,2012-13,55,330,ma
Ski Butternut,2013-14,55,440,ma
Ski Butternut,2014-15,55,440,ma
Ski Butternut,2015-16,60,455,ma
Ski Butternut,2016-17,60,455,ma
Ski Butternut,2017-18,60,490,ma
Ski Butternut,2018-19,60,399,ma
Ski Butternut,2019-20,65,399,ma
Ski Butternut,2020-21,65,399,ma
Ski Butternut,2021-22,75,439,ma
Ski Butternut,2022-23,85,599,ma
Ski Butternut,2023-24,95,599,ma
Ski Sundown,1999-00,32,,ct
Ski Sundown,2000-01,33,499,ct
Ski Sundown,2001-02,34,499,ct
Ski Sundown,2002-03,35,549,ct
Ski Sundown,2003-04,37,549,ct
Ski Sundown,2004-05,40,549,ct
Ski Sundown,2005-06,43,549,ct
Ski Sundown,2006-07,46,579,ct
Ski Sundown,2007-08,48,579,ct
Ski Sundown,2008-09,50,579,ct
Ski Sundown,2009-10,52,579,ct
Ski Sundown,2010-11,,589,ct
Ski Sundown,2011-12,55,589,ct
Ski Sundown,2012-13,55,589,ct
Ski Sundown,2013-14,56,589,ct
Ski Sundown,2014-15,58,599,ct
Ski Sundown,2015-16,60,625,ct
Ski Sundown,2016-17,60,625,ct
Ski Sundown,2017-18,62,650,ct
Ski Sundown,2018-19,62,715,ct
Ski Sundown,2019-20,62,715,ct
Ski Sundown,2020-21,62,715,ct
Ski Sundown,2021-22,64,675,ct
Ski Sundown,2022-23,68,725,ct
Ski Sundown,2023-24,70,750,ct
Ski Ward,1999-00,25,,ma
Ski Ward,2000-01,26,,ma
Ski Ward,2001-02,26,,ma
Ski Ward,2002-03,28,,ma
Ski Ward,2003-04,29,,ma
Ski Ward,2005-06,31,450,ma
Ski Ward,2007-08,,450,ma
Ski Ward,2008-09,40,475,ma
Ski Ward,2009-10,40,475,ma
Ski Ward,2010-11,40,475,ma
Ski Ward,2011-12,42,475,ma
Ski Ward,2012-13,42,475,ma
Ski Ward,2013-14,42,485,ma
Ski Ward,2014-15,45,495,ma
Ski Ward,2015-16,46,495,ma
Ski Ward,2016-17,49,525,ma
Ski Ward,2017-18,52,550,ma
Ski Ward,2018-19,55,579,ma
Ski Ward,2019-20,55,550,ma
Ski Ward,2020-21,57,580,ma
Ski Ward,2021-22,60,580,ma
Ski Ward,2022-23,65,640,ma
Ski Ward,2023-24,68,665,ma
Smugglers Notch,1997-98,44,369,vt
Smugglers Notch,1999-00,48,,vt
Smugglers Notch,2000-01,48,523.95,vt
Smugglers Notch,2001-02,48,544.95,vt
Smugglers Notch,2002-03,54,586.95,vt
Smugglers Notch,2003-04,54,592.54,vt
Smugglers Notch,2005-06,58,,vt
Smugglers Notch,2006-07,58,613.74,vt
Smugglers Notch,2007-08,60,634.94,vt
Smugglers Notch,2008-09,62,656.14,vt
Smugglers Notch,2009-10,62,634.94,vt
Smugglers Notch,2010-11,64,,vt
Smugglers Notch,2011-12,66,656.14,vt
Smugglers Notch,2012-13,66,656.14,vt
Smugglers Notch,2013-14,68,687.94,vt
Smugglers Notch,2014-15,70,687.94,vt
Smugglers Notch,2015-16,72,709.14,vt
Smugglers Notch,2016-17,72,709.14,vt
Smugglers Notch,2017-18,81,687.94,vt
Smugglers Notch,2018-19,79,698.54,vt
Smugglers Notch,2019-20,82,698.54,vt
Smugglers Notch,2020-21,89,730.34,vt
Smugglers Notch,2021-22,94.34,687.94,vt
Smugglers Notch,2022-23,95.4,746.24,vt
Spruce Mountain,2007-08,16,,me
Spruce Mountain,2008-09,17,,me
Spruce Mountain,2009-10,17,,me
Spruce Mountain,2010-11,17,,me
Spruce Mountain,2012-13,25,,me
Spruce Mountain,2013-14,25,,me
Spruce Mountain,2014-15,25,,me
Spruce Mountain,2015-16,25,500,me
Spruce Mountain,2019-20,,225,me
Spruce Mountain,2020-21,,300,me
Spruce Mountain,2021-22,25,225,me
Spruce Mountain,2022-23,30,,me
Storrs Hill,1999-00,5,,nh
Storrs Hill,2006-07,10,,nh
Storrs Hill,2010-11,10,100,nh
Storrs Hill,2011-12,10,100,nh
Storrs Hill,2012-13,10,100,nh
Storrs Hill,2013-14,10,100,nh
Storrs Hill,2014-15,10,100,nh
Storrs Hill,2015-16,10,100,nh
Storrs Hill,2016-17,10,125,nh
Storrs Hill,2017-18,15,125,nh
Storrs Hill,2018-19,15,140,nh
Storrs Hill,2019-20,15,160,nh
Storrs Hill,2021-22,15,160,nh
Storrs Hill,2022-23,15,160,nh
Storrs Hill,2023-24,15,170,nh
Stowe,1997-98,50,1230,vt
Stowe,1999-00,,1290,vt
Stowe,2000-01,56,1290,vt
Stowe,2001-02,58,1350,vt
Stowe,2002-03,60,1380,vt
Stowe,2003-04,62,1415,vt
Stowe,2004-05,65,1435,vt
Stowe,2005-06,76,1507,vt
Stowe,2006-07,76,1570,vt
Stowe,2007-08,84,1635,vt
Stowe,2008-09,89,1766,vt
Stowe,2009-10,89,1815,vt
Stowe,2010-11,89,1879,vt
Stowe,2011-12,92,1996,vt
Stowe,2012-13,92,2056,vt
Stowe,2013-14,98,2138,vt
Stowe,2014-15,108,2138,vt
Stowe,2015-16,115,2224,vt
Stowe,2016-17,124,2313,vt
Stowe,2017-18,131,899,vt
Stowe,2018-19,147.34,949,vt
Stowe,2019-20,147.34,989,vt
Stowe,2020-21,147.34,1099,vt
Stowe,2021-22,173.84,819,vt
Stowe,2022-23,200.34,949,vt
Stowe,2023-24,223.63,719,vt
Stratton,1997-98,50,1150,vt
Stratton,1999-00,59,1200,vt
Stratton,2000-01,60,1260,vt
Stratton,2001-02,62,1379,vt
Stratton,2002-03,72,1449,vt
Stratton,2003-04,72,1479,vt
Stratton,2004-05,72,,vt
Stratton,2005-06,72,999,vt
Stratton,2006-07,75,1059,vt
Stratton,2007-08,78,1059,vt
Stratton,2008-09,79,1109,vt
Stratton,2009-10,82,1139,vt
Stratton,2010-11,84,1159,vt
Stratton,2011-12,87,1229,vt
Stratton,2012-13,87,1229,vt
Stratton,2013-14,92,999,vt
Stratton,2014-15,98,,vt
Stratton,2015-16,105,1119,vt
Stratton,2016-17,105,1199,vt
Stratton,2017-18,115,1099,vt
Stratton,2018-19,129,1049,vt
Stratton,2019-20,139.1,1099,vt
Stratton,2020-21,148.73,1149,vt
Stratton,2021-22,180.83,1149,vt
Stratton,2022-23,202.23,1229,vt
Sugarbush,1997-98,49.35,1099,vt
Sugarbush,1998-99,,1299,vt
Sugarbush,2000-01,55,,vt
Sugarbush,2001-02,55,,vt
Sugarbush,2002-03,57,1350,vt
Sugarbush,2003-04,59,,vt
Sugarbush,2005-06,63,1319,vt
Sugarbush,2006-07,66,1259,vt
Sugarbush,2007-08,69,1399,vt
Sugarbush,2008-09,72,1399,vt
Sugarbush,2009-10,82,1469,vt
Sugarbush,2010-11,84,1499,vt
Sugarbush,2011-12,88,1569,vt
Sugarbush,2012-13,89,1599,vt
Sugarbush,2013-14,89,1629,vt
Sugarbush,2014-15,91,1679,vt
Sugarbush,2015-16,95,1729,vt
Sugarbush,2016-17,97,1779,vt
Sugarbush,2017-18,124,1149,vt
Sugarbush,2018-19,124,1217.94,vt
Sugarbush,2019-20,134,1270.94,vt
Sugarbush,2020-21,162.94,1149,vt
Sugarbush,2021-22,185.2,1149,vt
Sugarbush,2022-23,205.64,1229,vt
Sugarloaf,1997-98,47,,me
Sugarloaf,2000-01,51,1295,me
Sugarloaf,2001-02,52,1245,me
Sugarloaf,2002-03,53,1249,me
Sugarloaf,2003-04,56,1249,me
Sugarloaf,2004-05,58,1100,me
Sugarloaf,2005-06,61,1300,me
Sugarloaf,2006-07,67,1350,me
Sugarloaf,2007-08,72,999,me
Sugarloaf,2008-09,75,1049,me
Sugarloaf,2009-10,75,1049,me
Sugarloaf,2010-11,77,1079,me
Sugarloaf,2011-12,79,1149,me
Sugarloaf,2012-13,81,1175,me
Sugarloaf,2013-14,83,1210,me
Sugarloaf,2014-15,84,1245,me
Sugarloaf,2015-16,86,1245,me
Sugarloaf,2016-17,95,1309,me
Sugarloaf,2017-18,95,1349,me
Sugarloaf,2018-19,99,1389,me
Sugarloaf,2019-20,105,1419,me
Sugarloaf,2020-21,124,,me
Sugarloaf,2021-22,130,1599,me
Sugarloaf,2022-23,129,1609,me
Sugarloaf,2023-24,135,,me
Suicide Six,1998-99,38,496,vt
Suicide Six,1999-00,40,516,vt
Suicide Six,2000-01,42,,vt
Suicide Six,2001-02,46,,vt
Suicide Six,2002-03,46,587,vt
Suicide Six,2003-04,48,,vt
Suicide Six,2004-05,50,,vt
Suicide Six,2005-06,52,,vt
Suicide Six,2006-07,52,,vt
Suicide Six,2007-08,55,714,vt
Suicide Six,2008-09,57,735,vt
Suicide Six,2009-10,59,,vt
Suicide Six,2010-11,60,629,vt
Suicide Six,2011-12,64,,vt
Suicide Six,2012-13,64,675,vt
Suicide Six,2013-14,64,599,vt
Suicide Six,2014-15,66,579,vt
Suicide Six,2015-16,68,549,vt
Suicide Six,2016-17,68,549,vt
Suicide Six,2017-18,72,579,vt
Suicide Six,2018-19,72,634.94,vt
Suicide Six,2019-20,79,475.94,vt
Suicide Six,2020-21,79,634.94,vt
Suicide Six,2021-22,79,634.94,vt
Suicide Six,2022-23,79,634.94,vt
Sunday River,1997-98,47,,me
Sunday River,1998-99,49,,me
Sunday River,1999-00,49,,me
Sunday River,2000-01,51,,me
Sunday River,2001-02,52,1245,me
Sunday River,2002-03,53,1249,me
Sunday River,2003-04,56,1249,me
Sunday River,2004-05,59,1100,me
Sunday River,2005-06,59,1300,me
Sunday River,2006-07,67,1400,me
Sunday River,2007-08,72,999,me
Sunday River,2008-09,77,1049,me
Sunday River,2009-10,77,1049,me
Sunday River,2010-11,79,1079,me
Sunday River,2011-12,80,1149,me
Sunday River,2012-13,85,1175,me
Sunday River,2013-14,87,1210,me
Sunday River,2014-15,89,1245,me
Sunday River,2015-16,89,1245,me
Sunday River,2016-17,99,1309,me
Sunday River,2017-18,105,1349,me
Sunday River,2018-19,105,1389,me
Sunday River,2019-20,109,1419,me
