Resort,Season,Day Pass,Season Pass,State
Sunday River,2020-21,119,,me
Sunday River,2021-22,139,1599,me
Sunday River,2022-23,149,1609,me
Sunday River,2023-24,159,,me
Temple Mountain,1999-00,27,,nh
Temple Mountain,2000-01,27,400,nh
Tenney Mountain,1997-98,29,490,nh
Tenney Mountain,1998-99,32,,nh
Tenney Mountain,1999-00,34,,nh
Tenney Mountain,2000-01,36,490,nh
Tenney Mountain,2002-03,37,299,nh
Tenney Mountain,2003-04,39,299,nh
Tenney Mountain,2004-05,39,329,nh
Tenney Mountain,2005-06,39,349,nh
Tenney Mountain,2006-07,,375,nh
Tenney Mountain,2007-08,45,299,nh
Tenney Mountain,2008-09,49,200,nh
Tenney Mountain,2009-10,50,349,nh
Tenney Mountain,2017-18,45,,nh
Tenney Mountain,2018-19,75,389,nh
Tenney Mountain,2019-20,59,389,nh
Tenney Mountain,2022-23,89,,nh
Tenney Mountain,2023-24,65,450,nh
Titcomb Mountain,1998-99,14,,me
Titcomb Mountain,2000-01,16,,me
Titcomb Mountain,2001-02,16,,me
Titcomb Mountain,2002-03,17,,me
Titcomb Mountain,2003-04,19,,me
Titcomb Mountain,2004-05,19,,me
Titcomb Mountain,2005-06,22,,me
Titcomb Mountain,2006-07,22,,me
Titcomb Mountain,2007-08,24,,me
Titcomb Mountain,2008-09,24,,me
Titcomb Mountain,2011-12,25,,me
Titcomb Mountain,2012-13,20,,me
Titcomb Mountain,2013-14,20,,me
Titcomb Mountain,2014-15,20,,me
Titcomb Mountain,2015-16,22,225,me
Titcomb Mountain,2016-17,22,225,me
Titcomb Mountain,2017-18,24,235,me
Titcomb Mountain,2018-19,24,235,me
Titcomb Mountain,2019-20,24,242,me
Titcomb Mountain,2020-21,27,242,me
Wachusett,1999-00,39,,ma
Wachusett,2014-15,63,649,ma
Wachusett,2015-16,65,669,ma
Wachusett,2016-17,69,669,ma
Wachusett,2017-18,71,669,ma
Wachusett,2018-19,71,679,ma
Wachusett,2019-20,73,,ma
Wachusett,2021-22,89,,ma
Wachusett,2022-23,93,799,ma
Wachusett,2023-24,,899,ma
Wachusett Mountain,1997-98,35,,ma
Wachusett Mountain,1998-99,37,,ma
Wachusett Mountain,2000-01,42,619,ma
Wachusett Mountain,2001-02,43,619,ma
Wachusett Mountain,2002-03,44,619,ma
Wachusett Mountain,2003-04,45,639,ma
Wachusett Mountain,2004-05,46,619,ma
Wachusett Mountain,2005-06,48,629,ma
Wachusett Mountain,2006-07,49,629,ma
Wachusett Mountain,2007-08,49,629,ma
Wachusett Mountain,2008-09,49,599,ma
Wachusett Mountain,2009-10,49,,ma
Wachusett Mountain,2010-11,51,625,ma
Wachusett Mountain,2011-12,58,649,ma
Wachusett Mountain,2012-13,58,649,ma
Wachusett Mountain,2013-14,60,649,ma
Waterville Valley,1997-98,44,990,nh
Waterville Valley,1998-99,46,995,nh
Waterville Valley,1999-00,47,,nh
Waterville Valley,2000-01,49,449,nh
Waterville Valley,2001-02,39,489,nh
Waterville Valley,2002-03,39,489,nh
Waterville Valley,2003-04,39,459,nh
Waterville Valley,2004-05,44,,nh
Waterville Valley,2005-06,55,,nh
Waterville Valley,2006-07,59,569,nh
Waterville Valley,2007-08,61,849,nh
Waterville Valley,2008-09,65,749,nh
Waterville Valley,2010-11,69,,nh
Waterville Valley,2011-12,73,819,nh
Waterville Valley,2012-13,73,845,nh
Waterville Valley,2013-14,75,899,nh
Waterville Valley,2014-15,75,929,nh
Waterville Valley,2015-16,77,949,nh
Waterville Valley,2016-17,81,979,nh
Waterville Valley,2017-18,87,1028,nh
Waterville Valley,2018-19,93,1078,nh
Waterville Valley,2019-20,96,1078,nh
Waterville Valley,2020-21,102,1153,nh
Waterville Valley,2021-22,102,1188,nh
Waterville Valley,2022-23,116,1306,nh
Waterville Valley,2023-24,128,1372,nh
Whaleback,1997-98,25,339,nh
Whaleback,1998-99,27,339,nh
Whaleback,1999-00,29,379,nh
Whaleback,2000-01,29,379,nh
Whaleback,2005-06,35,300,nh
Whaleback,2006-07,39,399,nh
Whaleback,2007-08,39,350,nh
Whaleback,2008-09,,350,nh
Whaleback,2010-11,,370,nh
Whaleback,2011-12,40,370,nh
Whaleback,2012-13,40,399,nh
Whaleback,2013-14,40,399,nh
Whaleback,2014-15,45,399,nh
Whaleback,2015-16,43,399,nh
Whaleback,2016-17,45,420,nh
Whaleback,2017-18,45,399,nh
Whaleback,2018-19,45,350,nh
Whaleback,2019-20,45,,nh
Whaleback,2020-21,45,,nh
Whaleback,2021-22,50,250,nh
Whaleback,2022-23,50,275,nh
Wildcat Mountain,1997-98,44,,nh
Wildcat Mountain,1998-99,46,,nh
Wildcat Mountain,1999-00,49,,nh
Wildcat Mountain,2000-01,49,,nh
Wildcat Mountain,2001-02,52,1095,nh
Wildcat Mountain,2002-03,52,1095,nh
Wildcat Mountain,2003-04,52,1095,nh
Wildcat Mountain,2004-05,55,699,nh
Wildcat Mountain,2005-06,55,699,nh
Wildcat Mountain,2006-07,59,699,nh
Wildcat Mountain,2007-08,59,699,nh
Wildcat Mountain,2008-09,65,899,nh
Wildcat Mountain,2009-10,65,749,nh
Wildcat Mountain,2010-11,70,,nh
Wildcat Mountain,2011-12,70,799,nh
Wildcat Mountain,2012-13,70,799,nh
Wildcat Mountain,2013-14,70,799,nh
Wildcat Mountain,2014-15,75,829,nh
Wildcat Mountain,2015-16,79,859,nh
Wildcat Mountain,2016-17,79,999,nh
Wildcat Mountain,2017-18,85,999,nh
Wildcat Mountain,2018-19,89,1129,nh
Wildcat Mountain,2019-20,89,739,nh
Wildcat Mountain,2020-21,94,639,nh
Wildcat Mountain,2021-22,99,499,nh
Wildcat Mountain,2022-23,115,557,nh
Wildcat Mountain,2023-24,129,,nh
Woodbury,2000-01,24,399,ct
Woodbury,2001-02,25,450,ct
Woodbury,2002-03,25,499,ct
Woodbury,2003-04,27,599,ct
Woodbury,2004-05,28,549,ct
Woodbury,2005-06,29,549,ct
Woodbury,2006-07,31,549,ct
Woodbury,2007-08,32,549,ct
Woodbury,2008-09,35,525,ct
Woodbury,2009-10,39,550,ct
Woodbury,2010-11,39,,ct
Woodbury,2011-12,39,550,ct
Woodbury,2012-13,42,,ct
Woodbury,2013-14,42,425,ct
Woodbury,2014-15,39,425,ct
Woodbury,2015-16,39,399,ct
